10,46,58,38,62,36,9,41,40,43,18,84,81,80,51,21,3,59,42,33,45,85,50,66,83,82,64,86,32,61,15,75,48,79,76,27,5,55,99,29,74,47,39,37,22,77,52,14,63,2,67,35,19,25,20,100,30,13,57,70,11,12,23,98,4,60,31,34,6,78,49,56,7,73,53,26,69,54,88,92,65,72,24,71,89,28,44,102,8,0,68,97,101,17,94,93,96,91,16,90,87,1,95,
10,46,58,38,62,36,9,41,40,43,18,84,81,80,51,21,3,59,42,33,45,85,50,66,83,82,64,86,32,61,15,75,48,79,76,27,5,55,99,29,74,47,39,37,22,77,52,14,63,2,67,35,19,25,20,100,30,13,57,70,11,12,23,98,4,60,31,34,6,78,49,56,7,73,53,26,69,54,88,92,65,72,24,71,89,28,44,102,8,0,68,97,101,17,94,93,96,91,16,90,87,1,95,
10,46,58,38,62,36,9,41,40,43,18,84,81,80,51,21,3,59,42,33,45,85,50,66,83,82,64,86,32,61,15,75,48,79,76,27,5,55,99,29,74,47,39,37,22,77,52,14,63,2,67,35,19,25,20,100,30,13,57,70,11,12,23,98,4,60,31,34,6,78,49,56,7,73,53,26,69,54,88,92,65,72,24,71,89,28,44,102,8,0,68,97,101,17,94,93,96,91,16,90,87,1,95,
10,46,58,38,62,36,9,41,40,43,18,84,81,80,51,21,3,59,42,33,45,85,50,66,83,82,64,86,32,61,15,75,48,79,76,27,5,55,99,29,74,47,39,37,22,77,52,14,63,2,67,35,19,25,20,100,30,13,57,70,11,12,23,98,4,60,31,34,6,78,49,56,7,73,53,26,69,54,88,92,65,72,24,71,89,28,44,102,8,0,68,97,101,17,94,93,96,91,16,90,87,1,95,
10,46,58,38,62,36,9,41,40,43,18,84,81,80,51,21,3,59,42,33,45,85,50,66,83,82,64,86,32,61,15,75,48,79,76,27,5,55,99,29,74,47,39,37,22,77,52,14,63,2,67,35,19,25,20,100,30,13,57,70,11,12,23,98,4,60,31,34,6,78,49,56,7,73,53,26,69,54,88,92,65,72,24,71,89,28,44,102,8,0,68,97,101,17,94,93,96,91,16,90,87,1,95,
10,46,58,38,62,36,9,41,40,43,18,84,81,80,51,21,3,59,42,33,45,85,50,66,83,82,64,86,32,61,15,75,48,79,76,27,5,55,99,29,74,47,39,37,22,77,52,14,63,2,67,35,19,25,20,100,30,13,57,70,11,12,23,98,4,60,31,34,6,78,49,56,7,73,53,26,69,54,88,92,65,72,24,71,89,28,44,102,8,0,68,97,101,17,94,93,96,91,16,90,87,1,95,
10,46,58,38,62,36,9,41,40,43,18,84,81,80,51,21,3,59,42,33,45,85,50,66,83,82,64,86,32,61,15,75,48,79,76,27,5,55,99,29,74,47,39,37,22,77,52,14,63,2,67,35,19,25,20,100,30,13,57,70,11,12,23,98,4,60,31,34,6,78,49,56,7,73,53,26,69,54,88,92,65,72,24,71,89,28,44,102,8,0,68,97,101,17,94,93,96,91,16,90,87,1,95,
10,46,58,38,62,36,9,41,40,43,18,84,81,80,51,21,3,59,42,33,45,85,50,66,83,82,64,86,32,61,15,75,48,79,76,27,5,55,99,29,74,47,39,37,22,77,52,14,63,2,67,35,19,25,20,100,30,13,57,70,11,12,23,98,4,60,31,34,6,78,49,56,7,73,53,26,69,54,88,92,65,72,24,71,89,28,44,102,8,0,68,97,101,17,94,93,96,91,16,90,87,1,95,
10,46,58,38,62,36,9,41,40,43,18,84,81,80,51,21,3,59,42,33,45,85,50,66,83,82,64,86,32,61,15,75,48,79,76,27,5,55,99,29,74,47,39,37,22,77,52,14,63,2,67,35,19,25,20,100,30,13,57,70,11,12,23,98,4,60,31,34,6,78,49,56,7,73,53,26,69,54,88,92,65,72,24,71,89,28,44,102,8,0,68,97,101,17,94,93,96,91,16,90,87,1,95,
10,46,58,38,62,36,9,41,40,43,18,84,81,80,51,21,3,59,42,33,45,85,50,66,83,82,64,86,32,61,15,75,48,79,76,27,5,55,99,29,74,47,39,37,22,77,52,14,63,2,67,35,19,25,20,100,30,13,57,70,11,12,23,98,4,60,31,34,6,78,49,56,7,73,53,26,69,54,88,92,65,72,24,71,89,28,44,102,8,0,68,97,101,17,94,93,96,91,16,90,87,1,95,
