57,9,26,0,30,33,2,20,4,8,36,29,10,40,15,18,17,19,13,23,22,21,37,16,3,28,7,27,6,38,5,55,56,12,52,51,53,47,45,46,14,32,34,31,11,35,1,43,24,49,48,50,41,54,25,44,39,42,60,58,59,
57,9,30,0,26,33,4,20,2,8,36,29,10,40,15,13,17,16,18,23,21,22,37,19,3,27,7,28,6,38,5,55,56,12,52,51,53,47,45,46,14,31,32,35,11,34,1,43,24,49,48,50,41,54,25,44,39,42,58,60,59,
57,9,30,0,26,33,4,20,2,8,36,29,10,40,15,17,13,19,16,23,21,22,37,18,3,27,7,28,6,38,5,55,56,12,52,51,53,47,45,46,14,32,35,31,11,34,1,43,24,49,48,50,41,54,25,44,39,42,60,58,59,
57,9,26,0,30,33,2,20,4,8,36,29,10,40,15,18,13,17,19,23,22,21,37,16,3,28,7,27,5,38,6,55,56,12,52,51,53,47,45,46,14,31,35,34,11,32,1,43,24,48,50,49,41,54,25,44,39,42,59,60,58,
57,9,30,0,26,33,2,20,4,8,36,29,10,40,15,19,18,17,16,23,22,21,37,13,3,28,7,27,5,38,6,55,56,12,52,51,53,45,47,46,14,35,34,31,11,32,1,43,24,48,50,49,41,54,25,44,39,42,60,58,59,
57,9,26,0,30,33,4,20,2,8,36,29,10,40,15,18,13,17,19,23,22,21,37,16,3,27,7,28,5,38,6,55,56,12,52,51,53,47,45,46,14,34,31,35,11,32,1,43,24,49,50,48,41,54,25,44,39,42,58,59,60,
57,9,30,0,26,33,4,20,2,8,36,29,10,40,15,13,18,19,16,23,22,21,37,17,3,28,7,27,5,38,6,55,56,12,52,51,53,45,47,46,14,31,32,35,11,34,1,43,24,49,50,48,41,54,25,44,39,42,59,60,58,
57,9,30,0,26,33,2,20,4,8,36,29,10,40,15,16,13,17,19,23,22,21,37,18,3,27,7,28,6,38,5,55,56,12,52,51,53,45,47,46,14,31,34,32,11,35,1,43,24,49,48,50,41,54,25,44,39,42,59,58,60,
57,9,26,0,30,33,2,20,4,8,36,29,10,40,15,13,18,19,16,23,22,21,37,17,3,28,7,27,6,38,5,55,56,12,52,51,53,45,47,46,14,31,34,35,11,32,1,43,24,50,49,48,41,54,25,44,39,42,58,60,59,
57,9,26,0,30,33,4,20,2,8,36,29,10,40,15,18,19,16,17,23,21,22,37,13,3,27,7,28,6,38,5,55,56,12,52,51,53,45,47,46,14,35,34,32,11,31,1,43,24,48,50,49,41,54,25,44,39,42,60,58,59,
57,9,30,0,26,33,4,20,2,8,36,29,10,40,15,16,18,19,17,23,21,22,37,13,3,28,7,27,6,38,5,55,56,12,52,51,53,47,45,46,14,32,35,31,11,34,1,43,24,48,49,50,41,54,25,44,39,42,58,59,60,
57,9,30,0,26,33,4,20,2,8,36,29,10,40,15,17,19,16,18,23,22,21,37,13,3,28,7,27,5,38,6,55,56,12,52,51,53,47,45,46,14,31,32,35,11,34,1,43,24,48,49,50,41,54,25,44,39,42,58,60,59,
57,9,30,0,26,33,4,20,2,8,36,29,10,40,15,18,13,17,19,23,21,22,37,16,3,27,7,28,6,38,5,55,56,12,52,51,53,47,45,46,14,34,35,31,11,32,1,43,24,48,49,50,41,54,25,44,39,42,60,59,58,
57,9,26,0,30,33,4,20,2,8,36,29,10,40,15,13,17,16,18,23,22,21,37,19,3,28,7,27,5,38,6,55,56,12,52,51,53,47,45,46,14,32,31,34,11,35,1,43,24,50,48,49,41,54,25,44,39,42,59,60,58,
57,9,26,0,30,33,2,20,4,8,36,29,10,40,15,17,16,13,19,23,22,21,37,18,3,27,7,28,5,38,6,55,56,12,52,51,53,45,47,46,14,34,35,31,11,32,1,43,24,49,48,50,41,54,25,44,39,42,59,58,60,
57,9,30,0,26,33,4,20,2,8,36,29,10,40,15,16,19,13,18,23,22,21,37,17,3,27,7,28,6,38,5,55,56,12,52,51,53,47,45,46,14,31,34,32,11,35,1,43,24,50,49,48,41,54,25,44,39,42,60,58,59,
57,9,30,0,26,33,2,20,4,8,36,29,10,40,15,19,13,16,18,23,22,21,37,17,3,28,7,27,5,38,6,55,56,12,52,51,53,47,45,46,14,35,32,31,11,34,1,43,24,49,48,50,41,54,25,44,39,42,60,58,59,
57,9,26,0,30,33,4,20,2,8,36,29,10,40,15,19,13,17,16,23,21,22,37,18,3,28,7,27,6,38,5,55,56,12,52,51,53,47,45,46,14,35,34,31,11,32,1,43,24,49,48,50,41,54,25,44,39,42,58,60,59,
57,9,26,0,30,33,4,20,2,8,36,29,10,40,15,17,16,18,13,23,22,21,37,19,3,28,7,27,6,38,5,55,56,12,52,51,53,47,45,46,14,34,31,32,11,35,1,43,24,50,49,48,41,54,25,44,39,42,59,60,58,
57,9,26,0,30,33,4,20,2,8,36,29,10,40,15,13,18,19,16,23,21,22,37,17,3,28,7,27,5,38,6,55,56,12,52,51,53,47,45,46,14,34,35,32,11,31,1,43,24,48,50,49,41,54,25,44,39,42,60,58,59,
57,9,30,0,26,33,2,20,4,8,36,29,10,40,15,16,19,18,13,23,21,22,37,17,3,28,7,27,6,38,5,55,56,12,52,51,53,45,47,46,14,35,32,34,11,31,1,43,24,50,48,49,41,54,25,44,39,42,60,58,59,
57,9,30,0,26,33,4,20,2,8,36,29,10,40,15,17,13,16,18,23,22,21,37,19,3,27,7,28,6,38,5,55,56,12,52,51,53,45,47,46,14,31,35,34,11,32,1,43,24,48,50,49,41,54,25,44,39,42,58,59,60,
57,9,30,0,26,33,2,20,4,8,36,29,10,40,15,19,13,16,18,23,22,21,37,17,3,27,7,28,6,38,5,55,56,12,52,51,53,47,45,46,14,34,35,32,11,31,1,43,24,50,49,48,41,54,25,44,39,42,58,59,60,
57,9,26,0,30,33,4,20,2,8,36,29,10,40,15,18,19,17,13,23,21,22,37,16,3,27,7,28,5,38,6,55,56,12,52,51,53,47,45,46,14,35,32,31,11,34,1,43,24,50,49,48,41,54,25,44,39,42,59,58,60,
57,9,30,0,26,33,2,20,4,8,36,29,10,40,15,16,13,19,18,23,21,22,37,17,3,27,7,28,6,38,5,55,56,12,52,51,53,47,45,46,14,34,35,31,11,32,1,43,24,49,50,48,41,54,25,44,39,42,59,58,60,
57,9,30,0,26,33,2,20,4,8,36,29,10,40,15,18,17,16,19,23,21,22,37,13,3,27,7,28,5,38,6,55,56,12,52,51,53,45,47,46,14,32,31,35,11,34,1,43,24,50,49,48,41,54,25,44,39,42,60,58,59,
57,9,26,0,30,33,2,20,4,8,36,29,10,40,15,18,19,16,17,23,21,22,37,13,3,28,7,27,6,38,5,55,56,12,52,51,53,45,47,46,14,32,31,34,11,35,1,43,24,48,50,49,41,54,25,44,39,42,59,60,58,
57,9,30,0,26,33,2,20,4,8,36,29,10,40,15,13,18,17,19,23,21,22,37,16,3,27,7,28,6,38,5,55,56,12,52,51,53,45,47,46,14,32,31,35,11,34,1,43,24,49,48,50,41,54,25,44,39,42,60,58,59,
57,9,30,0,26,33,2,20,4,8,36,29,10,40,15,17,13,16,18,23,22,21,37,19,3,28,7,27,6,38,5,55,56,12,52,51,53,45,47,46,14,31,34,35,11,32,1,43,24,49,48,50,41,54,25,44,39,42,58,60,59,
57,9,26,0,30,33,4,20,2,8,36,29,10,40,15,18,13,19,17,23,22,21,37,16,3,27,7,28,6,38,5,55,56,12,52,51,53,45,47,46,14,32,35,31,11,34,1,43,24,50,49,48,41,54,25,44,39,42,59,60,58,
57,9,30,0,26,33,4,20,2,8,36,29,10,40,15,18,13,17,19,23,21,22,37,16,3,27,7,28,5,38,6,55,56,12,52,51,53,47,45,46,14,32,34,31,11,35,1,43,24,49,50,48,41,54,25,44,39,42,60,58,59,
57,9,26,0,30,33,4,20,2,8,36,29,10,40,15,17,18,16,13,23,21,22,37,19,3,27,7,28,5,38,6,55,56,12,52,51,53,45,47,46,14,31,35,34,11,32,1,43,24,48,50,49,41,54,25,44,39,42,58,59,60,
57,9,26,0,30,33,4,20,2,8,36,29,10,40,15,17,18,13,19,23,21,22,37,16,3,27,7,28,6,38,5,55,56,12,52,51,53,45,47,46,14,31,34,35,11,32,1,43,24,48,50,49,41,54,25,44,39,42,59,60,58,
57,9,26,0,30,33,2,20,4,8,36,29,10,40,15,13,16,19,18,23,22,21,37,17,3,28,7,27,5,38,6,55,56,12,52,51,53,47,45,46,14,31,34,32,11,35,1,43,24,50,48,49,41,54,25,44,39,42,58,59,60,
57,9,30,0,26,33,4,20,2,8,36,29,10,40,15,13,19,17,18,23,22,21,37,16,3,27,7,28,6,38,5,55,56,12,52,51,53,45,47,46,14,35,32,34,11,31,1,43,24,48,50,49,41,54,25,44,39,42,58,60,59,
57,9,30,0,26,33,2,20,4,8,36,29,10,40,15,19,13,18,16,23,22,21,37,17,3,28,7,27,5,38,6,55,56,12,52,51,53,47,45,46,14,34,35,31,11,32,1,43,24,50,48,49,41,54,25,44,39,42,60,58,59,
57,9,30,0,26,33,4,20,2,8,36,29,10,40,15,13,19,18,16,23,22,21,37,17,3,27,7,28,6,38,5,55,56,12,52,51,53,47,45,46,14,35,32,31,11,34,1,43,24,49,50,48,41,54,25,44,39,42,59,60,58,
57,9,26,0,30,33,4,20,2,8,36,29,10,40,15,19,17,16,13,23,22,21,37,18,3,27,7,28,5,38,6,55,56,12,52,51,53,47,45,46,14,35,31,34,11,32,1,43,24,48,50,49,41,54,25,44,39,42,58,60,59,
