65,69,77,42,68,20,44,43,45,79,78,76,75,58,62,57,74,70,66,67,73,63,59,64,61,71,60,72,11,90,4,5,9,7,6,10,8,89,88,1,3,2,36,35,38,23,27,21,28,24,29,31,22,25,33,30,39,41,26,34,40,32,37,86,18,19,17,16,91,80,83,82,87,81,85,84,0,46,51,50,49,15,14,93,47,48,52,55,12,56,54,13,92,53,
65,69,42,77,68,44,20,43,45,79,78,76,75,58,62,57,74,70,66,67,73,63,59,64,61,71,72,60,11,90,4,8,10,5,9,6,7,88,89,1,3,2,36,35,38,27,23,21,31,28,24,29,33,25,22,30,40,26,34,41,39,32,37,86,18,17,19,16,91,80,82,83,87,81,84,85,0,51,93,48,47,46,49,50,15,14,53,92,12,52,54,13,56,55,
65,69,42,77,68,44,20,43,45,78,79,76,75,58,62,57,74,70,66,67,73,63,59,64,61,71,60,72,11,90,4,8,9,5,7,6,10,89,88,3,1,2,36,35,38,27,23,21,31,28,24,29,22,33,25,30,41,40,26,34,39,32,37,86,18,17,19,16,91,80,82,83,87,81,84,85,0,49,93,15,47,50,14,46,51,48,92,54,12,52,53,55,56,13,
65,69,77,42,68,44,20,43,45,79,78,76,75,58,62,57,74,70,66,67,73,63,59,64,61,71,60,72,11,90,4,7,10,8,9,5,6,89,88,3,2,1,36,35,38,23,27,21,28,29,24,31,22,25,33,30,39,41,40,26,34,32,37,86,18,17,16,19,91,80,83,82,81,87,85,84,0,15,48,51,93,14,46,47,49,50,56,52,54,55,92,53,12,13,
65,69,42,77,68,44,20,43,45,78,79,76,75,58,62,57,74,70,66,67,73,63,59,64,61,71,60,72,11,90,4,6,5,8,9,10,7,88,89,2,1,3,36,35,38,27,23,21,28,24,31,29,22,25,33,30,34,26,41,40,39,32,37,86,18,19,16,17,91,80,82,83,87,81,84,85,0,15,46,51,48,93,47,50,14,49,54,56,12,53,55,52,92,13,
65,69,77,42,68,44,20,43,45,78,79,76,75,58,62,57,74,70,66,67,73,63,59,64,61,71,72,60,11,90,4,8,5,7,9,6,10,89,88,3,2,1,36,35,38,27,23,21,31,29,24,28,33,25,22,30,40,41,26,34,39,32,37,86,18,16,17,19,91,80,82,83,87,81,84,85,0,15,46,48,93,49,50,47,14,51,92,13,52,55,12,54,53,56,
65,69,42,77,68,44,20,43,45,78,79,76,75,58,62,57,74,70,66,67,73,63,59,64,61,71,60,72,11,90,4,10,9,6,7,5,8,89,88,1,3,2,36,35,38,27,23,21,28,29,24,31,33,22,25,30,40,41,26,39,34,32,37,86,18,19,17,16,91,80,83,82,81,87,84,85,0,47,49,50,15,51,48,93,14,46,92,54,13,52,56,12,55,53,
65,69,42,77,68,20,44,43,45,78,79,76,75,58,62,57,74,70,66,67,73,63,59,64,61,71,60,72,11,90,4,9,6,7,8,5,10,89,88,1,2,3,36,35,38,27,23,21,28,24,29,31,22,33,25,30,26,41,40,34,39,32,37,86,18,17,19,16,91,80,82,83,87,81,84,85,0,47,48,15,93,50,49,46,14,51,12,55,56,92,54,52,53,13,
65,69,77,42,68,20,44,43,45,79,78,76,75,58,62,57,74,70,66,67,73,63,59,64,61,71,60,72,11,90,4,5,9,8,7,6,10,89,88,2,1,3,36,35,38,27,23,21,31,24,28,29,22,33,25,30,41,26,40,34,39,32,37,86,18,17,16,19,91,80,82,83,87,81,84,85,0,50,93,48,15,49,51,14,46,47,54,53,56,13,92,12,55,52,
65,69,77,42,68,44,20,43,45,79,78,76,75,58,62,57,74,70,66,67,73,63,59,64,61,71,60,72,11,90,4,10,9,6,8,7,5,89,88,1,2,3,36,35,38,27,23,21,29,28,24,31,22,25,33,30,34,39,26,41,40,32,37,86,18,16,17,19,91,80,82,83,87,81,84,85,0,93,46,15,49,48,50,51,14,47,92,13,52,54,12,55,53,56,
65,69,42,77,68,44,20,43,45,78,79,76,75,58,62,57,74,70,66,67,73,63,59,64,61,71,60,72,11,90,4,9,5,7,6,10,8,88,89,2,3,1,36,35,38,23,27,21,31,29,28,24,25,33,22,30,34,40,39,41,26,32,37,86,18,19,16,17,91,80,82,83,81,87,85,84,0,15,46,50,93,47,48,51,14,49,52,53,55,12,56,54,13,92,
