23,47,21,22,13,4,72,12,53,76,45,24,14,19,48,11,28,34,54,0,32,10,25,67,18,7,51,46,61,29,49,44,39,17,71,27,70,52,1,75,57,15,73,9,16,65,55,40,63,36,6,62,42,66,60,74,26,50,35,69,43,68,8,59,33,58,2,37,30,3,31,41,20,56,64,38,5,
23,47,21,22,13,4,72,53,12,76,45,14,24,19,48,11,28,38,32,25,54,0,10,67,18,51,7,62,46,31,39,44,49,17,71,70,27,1,52,43,3,2,8,69,6,59,15,26,58,66,34,55,33,30,73,75,40,50,16,5,35,42,64,41,74,36,68,9,57,20,29,37,56,61,65,60,63,
23,47,21,22,13,4,72,53,12,76,45,24,14,19,48,11,28,38,54,25,32,10,0,67,7,18,51,70,49,29,44,46,39,52,27,61,17,1,71,3,56,15,36,40,59,41,9,65,43,50,58,63,42,57,62,73,55,6,69,74,68,35,75,2,30,34,37,33,66,31,20,60,16,8,26,64,5,
23,47,21,22,13,4,72,12,53,76,45,24,14,19,48,11,28,38,54,18,0,32,67,25,10,7,51,62,46,49,30,39,44,70,17,52,27,71,1,3,20,5,50,66,26,40,33,41,2,65,29,58,36,68,31,56,69,37,34,57,74,55,73,15,8,43,63,61,9,64,60,6,42,35,16,59,75,
23,47,21,22,13,4,72,12,53,76,45,14,24,19,48,11,28,34,54,0,10,32,25,67,51,18,7,61,46,39,31,49,44,17,71,1,52,27,70,33,41,64,56,30,62,9,57,66,36,73,65,16,2,8,29,37,59,55,58,20,63,26,69,35,60,43,38,15,6,74,68,5,75,3,50,40,42,
23,47,21,22,13,4,72,53,12,76,45,24,14,19,48,11,28,34,32,25,10,0,54,67,51,7,18,30,44,70,39,49,46,60,1,27,71,17,52,6,3,35,29,8,59,69,16,41,57,40,5,61,37,2,73,65,68,66,15,42,9,38,31,55,63,56,33,74,26,58,62,20,64,50,43,36,75,
23,47,21,22,13,4,72,53,12,76,45,14,24,19,48,11,28,34,54,0,18,32,25,67,10,51,7,39,44,61,49,29,46,1,27,71,52,17,70,3,73,35,57,43,15,66,68,36,6,33,74,8,60,75,26,55,59,64,16,62,65,40,5,63,37,50,69,56,38,20,58,30,9,42,41,31,2,
23,47,21,22,13,4,72,12,53,76,45,14,24,19,48,11,28,34,54,0,32,10,26,67,51,7,18,31,61,49,39,44,46,70,17,52,1,71,27,64,56,38,42,20,43,2,36,50,30,37,29,63,65,62,6,75,5,58,40,74,73,33,9,57,15,59,60,66,3,41,25,69,55,16,8,68,35,
23,47,21,22,13,4,72,12,53,76,45,24,14,19,48,11,28,38,54,25,0,32,10,67,7,51,18,61,46,31,44,49,39,71,27,17,52,70,1,75,57,66,36,62,20,5,65,42,56,35,74,30,37,8,68,34,6,50,33,9,29,43,73,64,3,40,69,58,2,16,15,41,26,55,63,60,59,
23,47,21,22,13,4,72,53,12,76,45,24,14,19,48,11,28,34,32,54,0,25,10,67,7,18,51,46,31,60,49,39,44,1,52,71,27,17,70,8,33,65,73,30,75,29,58,55,3,9,61,59,42,5,6,50,56,36,2,35,43,57,69,16,74,64,68,26,37,20,15,62,63,66,40,38,41,
