23,21,48,22,12,4,78,13,54,82,14,24,45,19,49,74,11,34,28,70,0,25,10,55,68,18,52,7,62,31,39,50,44,73,32,17,47,75,53,72,27,1,64,69,16,63,41,15,37,67,57,61,80,56,40,33,5,81,46,29,38,9,2,71,43,66,30,60,65,8,77,51,20,58,35,59,26,3,42,6,76,79,36,
23,48,21,22,12,4,78,13,54,82,14,24,45,19,49,74,11,70,28,38,0,25,55,10,68,52,7,18,39,31,50,44,63,27,17,33,1,75,73,72,53,47,34,35,79,15,42,66,71,64,60,65,26,56,9,20,36,62,30,57,2,6,5,46,69,80,81,29,16,76,77,59,51,61,40,41,43,3,32,37,58,8,67,
23,48,21,22,13,4,78,12,54,82,14,45,24,19,49,74,11,70,28,38,0,25,55,10,68,7,18,52,72,50,29,44,39,62,1,32,17,53,47,75,27,73,81,42,77,71,63,40,60,16,37,15,67,26,59,69,66,5,57,80,64,51,56,6,9,41,65,31,2,46,61,76,30,36,35,79,34,33,3,20,8,43,58,
23,48,21,22,12,4,78,13,54,82,14,24,45,19,49,74,11,28,38,70,0,10,55,26,68,7,18,52,44,50,62,31,39,32,17,47,72,53,73,1,27,75,3,57,9,60,61,63,33,41,16,34,59,51,58,42,65,64,15,8,77,25,80,71,56,43,6,20,40,76,67,5,2,30,66,29,46,79,37,36,81,35,69,
23,21,48,22,12,4,78,13,54,82,14,24,45,19,49,74,11,38,28,70,0,55,26,10,68,52,7,18,44,39,63,29,50,32,73,75,17,53,47,72,1,27,65,56,37,59,20,35,3,80,51,31,6,81,61,46,79,41,43,64,77,36,33,69,42,34,71,67,57,40,60,58,66,8,62,30,76,5,25,16,2,9,15,
23,21,48,22,13,4,78,12,54,82,14,24,45,19,49,74,11,70,28,38,0,10,25,55,68,18,52,7,72,39,44,31,50,47,62,1,75,53,17,27,33,73,29,64,37,56,15,71,60,65,35,51,59,79,66,67,6,81,36,3,34,58,30,63,26,20,61,2,32,80,5,9,76,77,16,42,8,41,40,57,43,46,69,
23,48,21,22,13,4,78,12,54,82,14,45,24,19,49,74,11,34,28,70,0,18,55,10,68,26,7,52,63,44,29,39,50,53,27,72,32,75,1,17,47,73,51,80,64,77,81,3,37,25,30,42,31,33,20,71,61,6,40,58,57,56,59,35,8,46,9,79,69,2,41,65,15,5,38,16,76,36,60,66,43,67,62,
23,21,48,22,13,4,78,12,54,82,14,24,45,19,49,74,11,34,28,70,0,55,18,68,26,10,7,52,62,31,44,39,50,27,72,53,33,1,75,47,17,73,37,60,29,35,57,59,25,67,42,76,43,79,15,38,71,40,80,64,56,2,77,9,69,41,36,46,3,30,20,66,63,32,81,6,61,16,5,65,51,58,8,
23,48,21,22,12,4,78,13,54,82,14,24,45,19,49,74,11,28,38,70,0,55,26,10,68,18,7,52,50,61,31,39,44,47,32,27,17,72,1,73,53,75,58,79,65,25,64,46,40,36,2,69,29,16,57,63,41,8,76,15,71,30,43,60,67,6,9,51,59,77,81,33,34,62,35,3,80,20,37,66,42,5,56,
23,48,21,22,13,4,78,12,54,82,14,45,24,19,49,74,11,38,28,70,0,10,26,55,68,7,18,52,31,61,44,39,50,75,47,32,1,27,53,17,73,72,6,3,46,51,69,29,59,33,36,79,57,2,42,56,77,35,66,15,80,9,5,25,8,37,64,41,34,30,43,71,67,60,62,20,16,63,40,76,58,81,65,
