9,16,57,29,95,1,93,85,99,86,89,94,15,87,47,88,69,90,58,62,98,28,38,66,4,76,60,97,92,5,91,75,65,84,71,67,96,54,45,11,70,77,12,0,35,40,55,6,49,39,8,13,48,18,34,20,2,21,74,32,72,17,53,42,61,24,46,50,41,44,64,14,7,51,31,3,19,73,36,37,56,27,33,83,63,79,78,30,59,10,43,22,82,26,80,52,25,68,81,23,
47,13,95,69,94,89,87,15,16,90,88,86,85,1,99,71,93,78,29,66,98,58,54,84,92,4,97,53,91,28,65,75,60,45,38,70,61,96,5,59,76,12,49,67,0,40,6,35,11,8,31,42,32,48,43,39,2,9,72,17,62,18,34,21,74,24,46,44,41,64,50,14,20,3,36,19,37,83,63,56,51,79,55,7,33,73,30,80,57,10,27,22,82,26,77,52,25,68,81,23,
84,16,99,89,86,93,85,29,98,88,94,1,15,87,20,96,76,47,69,90,54,60,97,66,4,92,91,58,65,51,75,28,95,70,68,5,38,45,8,83,67,0,35,62,9,12,6,40,32,2,49,11,39,72,22,73,17,34,14,74,33,48,13,42,61,21,41,53,64,44,24,57,46,31,50,36,3,55,19,37,79,56,27,78,7,63,30,80,59,10,43,18,82,26,77,52,25,71,81,23,
61,94,29,16,89,85,15,93,86,47,88,87,69,99,98,38,97,1,4,90,84,71,66,58,92,6,95,91,75,60,40,65,96,28,5,76,45,54,11,70,79,33,0,8,12,32,39,9,67,35,72,49,14,73,2,42,20,17,48,74,22,13,62,34,21,3,41,53,44,64,55,24,46,31,50,51,19,57,36,37,83,56,27,78,7,63,30,80,59,10,43,18,82,26,77,52,25,68,81,23,
86,83,98,93,89,99,85,15,16,92,29,88,94,47,69,97,87,1,54,95,84,4,66,76,90,67,91,65,58,9,75,50,28,96,45,5,37,60,68,0,70,6,38,35,8,40,12,49,11,39,2,44,21,14,57,34,32,74,17,48,51,22,53,64,13,42,46,72,55,31,41,61,24,7,20,3,73,62,19,36,79,56,27,78,33,63,30,80,59,10,43,18,82,26,77,52,25,71,81,23,
48,86,47,96,54,87,93,85,66,15,16,92,94,29,69,1,88,98,99,84,4,89,76,90,91,75,60,58,95,65,28,5,97,61,35,68,45,70,6,8,38,67,79,0,11,40,12,9,30,39,49,72,32,2,24,42,73,13,22,37,74,17,20,14,31,34,21,41,44,64,46,50,53,83,19,3,51,55,57,62,56,78,43,63,33,7,36,80,59,10,27,18,82,26,77,52,25,71,81,23,
22,93,96,89,85,86,94,16,47,87,15,29,88,92,69,99,98,1,75,45,58,4,66,38,90,71,91,84,28,65,97,5,95,12,67,76,8,54,70,0,34,42,56,9,6,78,40,48,49,39,72,64,2,35,11,73,19,17,20,32,14,13,62,74,3,50,41,53,21,44,61,24,55,31,51,36,46,57,33,52,83,37,60,79,27,80,59,30,63,43,18,7,82,26,77,10,25,68,81,23,
20,88,93,94,1,99,87,47,98,69,16,86,15,85,29,89,97,92,5,4,66,58,84,91,44,90,76,65,75,28,95,38,96,60,68,70,6,45,8,54,35,0,55,67,62,9,11,12,32,49,39,48,73,40,2,22,83,17,24,34,74,53,42,61,13,21,46,41,50,72,14,64,51,7,31,3,19,57,36,78,37,56,27,79,33,63,30,80,59,10,43,18,82,26,77,52,25,71,81,23,
31,93,94,16,89,96,45,15,85,47,29,58,87,86,69,88,90,99,98,4,1,38,91,84,66,65,68,75,92,5,76,28,97,95,7,54,60,39,70,0,12,40,6,42,35,8,2,64,11,78,9,50,49,32,73,17,48,72,22,67,34,13,62,21,24,53,3,44,74,41,46,61,14,55,20,51,57,19,36,37,82,83,56,27,33,63,30,80,59,10,43,18,79,26,77,52,25,71,81,23,
44,29,91,95,66,92,87,16,85,88,47,15,94,1,0,69,99,86,98,90,4,58,89,49,68,97,38,65,28,93,75,60,5,76,96,42,84,67,70,54,45,78,35,39,55,6,11,12,8,2,48,40,18,64,26,21,17,9,34,24,74,32,53,20,62,46,13,50,72,41,61,14,51,7,31,19,3,36,37,83,56,27,79,33,57,63,30,80,10,59,43,22,82,73,77,52,25,71,81,23,
