66,13,51,73,71,34,30,3,10,69,68,0,44,36,9,72,70,52,53,28,48,21,8,1,11,25,67,55,23,37,38,32,12,63,49,57,7,26,2,45,14,16,15,64,60,5,27,54,65,20,19,35,18,33,17,22,56,43,40,50,6,24,59,4,58,41,31,61,62,47,46,39,42,29,
1,33,18,51,72,73,26,45,10,36,0,66,69,67,9,53,52,70,71,2,21,49,23,11,37,25,68,55,54,8,43,32,12,5,27,7,62,14,48,15,28,42,3,64,29,57,60,13,65,20,16,44,35,19,24,34,17,56,40,50,22,6,59,4,58,41,31,61,63,47,46,39,38,30,
71,24,73,10,51,33,1,43,67,15,37,9,0,69,19,66,70,63,72,52,4,53,21,11,49,23,55,68,36,25,8,42,32,12,5,48,57,26,7,20,64,45,28,3,60,54,27,65,14,17,18,16,13,34,35,56,47,29,40,50,22,6,2,59,58,41,31,61,62,46,44,39,38,30,
19,25,70,34,51,6,73,67,44,10,69,38,36,0,9,65,52,53,71,72,8,49,21,26,60,11,7,1,23,37,68,55,32,2,27,12,15,48,28,57,62,64,14,47,45,3,29,13,54,66,20,17,18,56,35,33,16,22,43,40,50,24,5,4,58,59,41,31,63,61,46,39,42,30,
8,16,72,33,51,32,73,43,10,67,69,36,26,9,65,59,52,70,21,71,53,50,5,7,25,1,38,11,23,68,55,37,27,0,12,2,35,48,15,28,57,64,45,3,14,56,30,66,54,18,20,34,19,13,17,22,62,47,40,49,24,6,4,58,60,41,31,63,61,46,44,39,42,29,
50,70,51,35,12,73,59,32,1,42,15,69,37,26,9,66,52,72,53,4,71,21,67,55,68,25,23,36,8,44,0,11,10,5,20,16,48,27,28,7,57,56,45,64,30,65,3,54,14,33,18,17,13,34,19,22,63,43,39,49,24,6,2,58,60,41,31,62,61,47,46,40,38,29,
8,10,34,71,0,51,64,73,15,69,67,27,9,36,41,53,70,1,52,72,49,3,21,11,25,55,23,68,37,54,32,43,20,16,12,26,7,2,65,57,48,28,63,6,42,29,59,66,14,19,18,13,17,33,35,22,56,46,50,24,5,45,4,60,58,39,31,61,62,44,47,40,38,30,
11,3,51,34,71,25,73,44,67,15,52,69,36,64,9,32,70,53,61,1,72,21,26,8,10,49,23,68,55,0,38,29,45,12,37,14,13,48,57,2,7,65,28,5,58,20,27,54,18,66,33,35,19,16,17,22,56,43,39,50,24,6,4,59,60,41,31,63,62,47,46,40,42,30,
43,70,35,11,51,23,1,73,15,50,69,36,52,66,71,9,10,0,72,53,67,4,21,27,56,55,68,25,37,8,38,32,12,5,20,26,48,7,28,57,17,59,45,64,3,30,65,54,14,13,19,33,16,61,34,18,22,47,40,49,24,6,2,58,60,41,31,63,62,46,44,39,42,29,
29,11,71,51,35,66,73,7,69,15,67,0,9,43,36,72,62,3,37,70,52,53,27,21,1,68,23,10,49,18,25,55,26,39,32,12,28,48,8,57,2,20,64,42,6,58,54,65,14,16,34,17,19,13,33,22,56,44,45,50,24,5,4,59,60,41,31,63,61,46,47,40,38,30,
57,71,20,51,34,73,25,69,70,10,6,36,72,0,9,47,66,52,53,21,8,68,28,11,1,55,22,38,67,23,49,60,37,4,15,48,32,12,7,39,64,26,13,14,56,3,27,16,65,54,35,19,18,33,17,30,61,43,45,50,24,5,2,58,59,41,31,63,62,44,46,40,42,29,
17,24,35,72,67,51,73,5,43,69,0,14,10,36,9,65,71,70,50,53,52,8,34,61,11,1,21,68,23,4,45,55,37,47,7,25,32,12,19,48,57,26,15,66,38,56,64,28,3,58,33,27,18,54,13,20,16,30,40,49,22,6,2,60,59,41,31,63,62,46,44,39,42,29,
2,15,51,70,33,73,32,64,10,45,69,26,9,36,67,52,71,53,49,25,72,1,21,30,11,55,68,23,54,8,28,37,43,0,7,5,12,20,48,65,16,61,38,3,27,57,59,66,56,14,19,18,34,35,46,13,17,22,40,50,24,6,4,58,60,41,31,63,62,44,47,39,42,29,
30,18,71,51,33,1,73,43,67,40,11,9,36,0,65,69,70,72,52,53,4,21,49,10,68,55,25,37,23,54,61,32,6,20,7,12,28,8,66,26,48,15,38,60,64,27,3,57,14,35,13,17,16,34,19,22,56,44,45,50,24,5,2,59,58,41,31,62,63,46,47,39,42,29,
24,19,70,51,33,73,1,63,10,9,36,64,0,7,52,69,72,71,53,5,43,21,67,11,68,49,55,37,23,32,42,14,25,12,2,48,57,8,39,13,26,15,65,28,3,59,35,54,27,66,20,34,16,18,17,56,46,30,45,50,22,6,4,60,58,41,31,62,61,44,47,40,38,29,
27,17,6,72,51,35,73,49,12,32,36,9,53,65,69,52,70,71,43,68,8,21,1,23,62,67,3,25,11,55,38,54,64,10,37,0,4,26,7,48,15,14,28,41,30,57,60,66,20,33,18,19,13,16,34,22,56,46,50,24,5,45,2,59,58,39,31,63,61,44,47,40,42,29,
50,34,70,51,73,11,29,6,9,15,36,0,52,53,69,66,67,43,72,10,71,8,59,21,25,68,1,23,55,32,37,3,38,12,20,48,7,26,2,57,64,13,28,39,56,65,27,54,14,35,16,33,18,19,17,22,62,44,45,49,24,5,4,58,60,41,31,63,61,47,46,40,42,30,
36,17,34,70,73,26,10,51,2,41,69,53,9,32,67,65,52,71,72,1,49,21,25,11,23,55,68,24,37,59,8,0,5,47,64,27,12,7,14,48,15,57,56,28,3,42,66,54,20,16,13,18,33,19,35,30,61,43,50,22,38,44,45,6,4,60,58,40,31,62,63,46,39,29,
31,16,71,35,24,51,67,73,5,43,10,36,69,0,66,9,49,72,21,70,52,53,8,11,62,20,37,55,68,29,12,1,41,2,23,32,25,48,57,7,26,15,64,3,59,42,28,54,19,65,27,33,14,56,34,13,17,18,46,50,45,6,22,4,58,60,39,61,63,47,44,40,38,30,
56,10,70,34,51,69,73,25,18,4,36,17,9,0,66,43,72,39,52,28,71,1,53,67,21,11,55,49,68,23,8,6,37,12,32,48,7,26,15,14,27,59,57,29,65,64,42,3,54,20,16,33,13,19,35,22,62,44,45,50,24,5,2,60,58,41,31,61,63,46,47,40,38,30,
25,71,17,51,33,1,73,42,10,21,9,69,66,0,36,67,53,52,72,6,70,50,8,26,11,58,23,55,37,68,43,2,12,32,45,14,27,48,7,15,28,62,57,64,22,3,54,65,20,34,18,16,35,13,19,30,56,44,39,49,24,5,4,60,59,41,31,63,61,46,47,40,38,29,
30,20,71,51,33,73,65,8,69,10,67,0,9,43,37,72,70,52,48,11,53,5,21,1,38,25,68,55,23,63,32,13,36,12,28,2,49,57,7,39,26,15,64,58,3,27,54,66,14,34,18,35,16,17,19,22,47,56,45,50,24,6,4,60,59,41,31,62,61,46,44,40,42,29,
2,33,71,19,51,32,73,46,67,10,69,36,26,9,70,65,52,49,72,53,1,21,37,25,11,63,55,23,68,8,38,0,12,6,27,7,28,48,57,15,64,14,45,3,58,30,54,20,66,17,35,34,13,16,18,22,56,43,40,50,24,5,4,60,59,41,31,61,62,44,47,39,42,29,
37,35,20,71,51,73,25,10,67,2,43,69,0,9,65,70,52,72,53,48,1,34,21,26,12,23,55,36,61,8,68,38,32,11,5,15,27,49,57,7,64,28,17,14,45,3,60,29,54,62,13,66,33,16,18,19,22,56,46,39,50,24,6,4,59,58,41,31,63,44,47,40,42,30,
46,35,71,73,10,16,32,51,1,68,69,30,36,70,65,9,72,48,52,53,8,3,21,11,25,67,55,23,37,0,38,12,61,49,57,7,26,2,15,64,14,28,5,45,58,27,54,66,20,19,13,18,33,17,34,22,40,56,43,50,24,6,59,4,60,41,31,63,62,44,47,39,42,29,
30,17,34,51,71,56,73,69,10,2,36,0,52,9,65,72,70,53,43,1,50,67,21,8,25,11,68,55,23,37,38,5,48,32,26,12,7,57,20,15,64,58,45,28,3,27,66,54,14,33,35,18,16,13,19,22,61,47,40,49,24,6,4,60,59,41,31,63,62,44,46,39,42,29,
31,71,51,14,35,47,73,1,69,10,67,36,0,9,52,58,65,72,4,70,21,53,11,49,68,32,55,25,37,23,8,42,12,15,5,48,7,57,26,64,13,45,56,3,40,28,66,54,27,20,18,17,33,34,16,19,61,43,50,6,30,22,2,60,59,41,24,63,62,44,46,39,38,29,
42,72,33,73,10,51,69,25,15,4,37,0,9,53,65,67,52,70,57,1,71,21,26,11,68,55,43,23,27,36,12,48,8,6,50,32,28,14,61,7,64,13,45,41,3,60,30,54,66,20,18,34,16,35,19,17,22,56,47,49,24,5,2,59,58,39,31,63,62,46,44,40,38,29,
63,70,13,34,51,73,25,69,12,4,36,65,0,52,9,71,72,53,43,1,67,21,26,68,50,23,55,37,8,38,32,10,11,59,5,27,48,57,20,7,15,28,64,45,66,30,54,3,14,18,17,16,33,35,19,22,56,44,39,49,24,6,31,2,58,60,41,62,61,46,47,40,42,29,
65,71,73,51,33,10,23,15,69,4,42,9,49,52,36,1,53,70,72,0,67,11,21,26,25,60,37,68,55,43,32,12,6,8,14,27,48,7,28,57,64,18,56,45,22,3,66,54,20,16,34,17,13,19,30,35,62,47,39,50,24,5,2,58,59,41,31,63,61,44,46,40,38,29,
2,72,15,51,34,73,52,9,10,43,36,67,25,65,69,32,49,55,70,58,71,26,37,1,21,42,23,68,53,11,8,0,12,33,20,5,27,48,7,28,57,64,19,56,45,3,30,66,54,14,17,18,16,35,13,22,62,46,39,50,31,6,4,59,60,41,24,63,61,44,47,40,38,29,
