10,20,9,6,13,7,5,18,15,0,2,16,14,8,1,17,19,11,12,4,3,
0,13,6,16,20,9,7,5,18,2,19,10,14,17,11,8,1,12,15,4,3,
16,6,13,9,20,0,5,7,18,2,19,10,14,17,11,8,1,15,12,4,3,
19,9,20,13,6,18,7,0,16,12,2,5,10,14,17,8,11,1,15,4,3,
2,13,20,9,6,0,18,7,5,12,16,10,19,14,11,17,8,1,15,4,3,
14,9,20,6,13,5,7,18,0,2,17,10,16,19,11,8,3,12,1,15,4,
3,20,13,7,17,9,6,18,0,5,16,14,15,10,19,11,8,1,12,2,4,
4,20,13,9,6,0,18,12,7,5,16,10,14,19,8,17,11,1,15,2,3,
13,1,20,9,6,14,7,0,5,18,17,10,16,19,11,4,8,12,15,2,3,
4,13,5,6,20,9,18,7,0,8,11,10,16,14,19,12,3,17,1,15,2,
4,9,13,17,16,7,20,6,5,18,0,10,14,19,11,8,12,1,15,2,3,
18,20,6,9,13,19,7,0,16,2,8,5,10,14,12,17,11,1,15,4,3,
15,6,20,9,13,5,18,7,0,1,16,10,14,19,8,12,17,2,11,4,3,
11,0,20,7,10,18,6,9,13,5,2,16,14,19,8,17,15,12,1,4,3,
8,13,20,11,7,18,6,0,5,1,17,16,10,14,19,9,2,12,15,4,3,
16,20,13,9,6,0,7,5,18,19,2,10,8,14,12,17,15,1,11,4,3,
13,10,7,9,20,6,5,18,15,0,2,16,14,8,19,12,1,17,11,4,3,
16,13,6,9,20,0,7,18,5,2,8,19,10,14,17,11,12,15,3,4,1,
4,13,20,9,18,6,0,7,5,11,10,16,12,14,8,19,17,2,1,15,3,
14,6,20,9,13,5,7,18,0,19,15,3,10,16,8,2,17,11,12,4,1,
1,6,9,11,20,7,13,0,5,18,16,8,10,14,19,17,2,12,15,4,3,
5,20,9,13,6,18,11,7,2,0,16,14,10,19,17,8,1,12,15,4,3,
10,13,20,9,6,18,7,5,11,2,0,8,16,14,19,1,17,12,15,4,3,
13,8,20,15,7,6,18,2,5,0,10,16,14,19,9,17,12,1,11,4,3,
15,20,13,6,5,9,14,18,7,2,0,10,16,19,3,8,17,11,12,4,1,
3,6,20,0,7,13,9,11,18,5,16,10,14,19,17,8,12,1,15,2,4,
18,6,20,19,9,13,7,0,1,5,14,10,16,17,15,8,4,11,12,2,3,
2,9,20,6,13,0,7,18,5,8,11,10,16,14,17,19,1,12,15,4,3,
0,9,6,20,13,18,2,7,5,11,10,16,14,19,17,8,1,12,15,4,3,
16,13,7,20,9,0,6,5,18,2,19,10,14,17,11,3,8,12,1,15,4,
17,6,20,9,13,18,5,15,1,7,0,16,10,14,19,8,2,12,11,4,3,
14,7,6,13,20,9,5,18,0,2,17,10,3,16,19,11,8,12,4,15,1,
13,16,6,9,20,7,0,5,18,2,19,17,10,14,3,11,8,12,1,15,4,
19,20,9,13,6,18,7,0,15,1,17,14,5,10,8,16,2,11,12,4,3,
13,2,7,20,9,0,18,6,5,11,10,16,14,19,17,8,12,1,15,4,3,
17,7,5,20,13,18,9,2,11,6,0,16,10,14,19,3,8,12,1,15,4,
6,0,2,18,13,20,9,7,12,5,10,14,16,19,17,11,8,15,1,4,3,
15,7,13,20,9,5,18,6,0,1,16,10,14,19,4,8,17,11,12,2,3,
7,4,11,10,20,9,19,6,13,18,0,5,16,14,17,8,2,1,12,15,3,
10,6,8,13,20,12,7,5,18,0,2,14,16,19,17,9,1,15,11,4,3,
2,6,0,13,20,9,18,7,5,11,16,10,14,19,17,8,1,12,15,4,3,
5,6,9,18,20,13,11,7,0,2,14,10,16,19,17,8,12,1,15,4,3,
1,6,13,9,20,7,11,10,5,18,0,16,14,19,17,8,2,12,15,4,3,
2,9,6,20,13,5,18,7,17,10,15,16,0,14,19,8,1,11,12,4,3,
11,20,9,6,18,13,5,7,0,16,2,10,14,19,17,8,1,15,12,4,3,
6,3,13,20,11,16,9,7,5,0,18,17,10,2,14,19,8,12,1,15,4,
17,20,6,13,9,18,7,5,2,16,0,10,14,11,19,8,1,12,15,4,3,
4,9,0,13,6,20,14,7,18,17,10,5,16,19,8,11,12,15,1,2,3,
11,9,14,20,6,13,5,7,18,0,4,10,16,19,17,15,3,8,12,2,1,
2,13,20,9,7,0,18,5,6,11,10,16,14,19,17,12,8,1,15,4,3,
14,9,13,6,20,4,7,0,18,5,17,10,19,16,3,11,8,12,2,1,15,
8,13,20,11,7,6,18,17,5,2,0,16,10,14,19,9,1,12,15,4,3,
14,7,20,13,9,1,6,0,18,5,17,10,19,16,11,8,2,12,15,4,3,
0,8,13,15,20,7,6,1,10,5,18,16,14,19,11,9,17,2,12,4,3,
20,10,9,5,13,6,7,18,15,0,2,16,14,8,19,17,1,12,11,4,3,
7,10,20,13,9,6,5,18,15,0,2,16,14,19,8,17,1,11,12,4,3,
13,10,7,20,9,6,5,18,12,0,2,16,8,14,19,17,1,11,15,4,3,
19,13,9,20,6,18,7,0,1,17,5,14,10,16,11,8,2,12,15,4,3,
9,17,6,20,13,7,18,5,2,14,0,10,16,19,11,8,12,1,15,4,3,
15,9,6,13,20,5,18,7,0,1,16,10,14,8,19,17,4,11,12,2,3,
2,7,20,13,9,0,16,6,5,18,19,10,14,3,17,11,15,8,1,12,4,
3,8,13,20,7,0,6,18,11,16,5,10,14,19,17,4,9,12,2,1,15,
10,20,7,13,9,5,18,6,12,0,3,16,14,4,19,17,8,11,1,15,2,
20,12,13,9,6,18,5,7,0,1,16,10,14,19,17,8,11,4,15,2,3,
2,6,20,13,9,0,18,3,7,5,11,16,10,14,19,17,8,12,1,15,4,
10,9,6,20,13,7,17,5,18,2,0,16,14,3,19,11,12,8,1,15,4,
18,6,12,13,1,9,20,7,16,10,5,17,0,14,19,8,2,11,15,4,3,
3,9,20,8,7,13,6,0,19,18,5,16,10,14,17,11,12,4,2,15,1,
3,20,7,9,13,0,6,18,5,19,16,10,14,11,8,17,12,1,15,2,4,
18,9,13,6,20,19,0,7,1,5,14,10,16,17,11,8,4,12,15,2,3,
6,11,20,9,13,18,5,7,0,2,10,16,8,19,14,17,1,12,15,4,3,
11,20,9,6,13,18,10,7,5,0,2,14,16,19,17,8,1,12,15,4,3,
13,15,9,6,20,5,18,7,16,0,3,10,14,19,8,17,4,11,12,2,1,
0,7,20,13,9,18,14,6,12,5,3,16,19,11,10,17,15,8,1,2,4,
1,13,9,7,20,6,0,5,11,18,16,14,10,19,17,8,12,2,15,4,3,
3,20,8,13,7,6,0,18,11,5,16,10,14,15,2,19,9,17,12,4,1,
10,7,20,13,9,5,6,18,15,0,2,16,14,11,19,8,17,1,12,4,3,
10,7,13,20,9,6,5,18,12,4,0,16,14,19,17,8,11,2,1,15,3,
13,10,6,20,9,7,5,18,12,0,2,16,14,19,17,8,1,11,15,4,3,
17,20,7,18,13,9,6,5,2,16,14,0,11,4,10,8,15,19,1,12,3,
16,13,20,6,9,0,7,5,18,2,19,10,14,17,11,8,1,15,12,4,3,
11,9,4,16,20,18,7,13,6,5,0,10,14,19,17,8,12,15,1,2,3,
3,7,13,9,0,20,6,18,17,16,10,4,5,14,19,11,8,12,1,15,2,
11,8,13,20,6,7,18,0,5,2,16,10,14,3,19,17,9,12,1,15,4,
5,20,6,9,13,18,15,7,0,2,10,16,14,8,19,17,12,1,11,4,3,
4,20,9,6,13,0,18,11,19,5,7,16,10,17,14,8,12,15,3,2,1,
4,20,7,13,0,9,5,18,11,6,10,16,3,14,19,17,2,8,12,1,15,
5,6,20,9,13,11,18,7,0,2,16,19,10,12,14,3,17,8,4,15,1,
4,7,13,20,9,0,18,6,5,19,16,10,14,17,11,8,12,1,15,2,3,
13,9,14,6,20,5,7,18,0,2,19,10,16,17,11,8,1,15,12,4,3,
1,16,6,20,9,13,7,0,5,11,18,19,10,14,17,8,2,12,15,4,3,
