36,51,46,0,15,37,35,49,25,44,38,23,45,50,2,47,33,10,3,43,42,34,40,48,7,5,39,41,21,9,30,18,13,28,17,22,26,27,31,14,8,29,1,6,11,32,24,4,19,20,16,12,
14,37,46,15,47,44,45,35,42,50,0,25,2,34,51,49,23,43,3,38,48,41,39,18,33,30,36,11,40,13,21,31,9,22,12,17,10,28,5,26,8,6,24,29,7,1,32,19,4,16,20,27,
22,47,15,25,46,44,35,23,51,37,43,45,0,50,2,49,3,42,48,34,39,36,21,38,41,18,9,30,31,40,7,29,28,13,17,33,6,5,12,10,8,1,26,11,32,24,14,19,4,16,20,27,
39,51,15,46,0,50,44,25,35,48,23,37,33,34,45,36,3,43,2,42,49,47,21,18,10,38,30,41,11,13,28,40,1,5,8,17,22,29,6,9,31,16,26,19,7,24,14,27,32,20,4,12,
3,48,15,44,37,0,33,46,25,23,35,51,34,50,42,2,45,43,36,38,49,26,47,39,18,41,13,21,30,11,40,10,9,28,17,29,31,22,5,8,6,1,4,19,14,7,20,24,32,27,16,12,
38,50,25,15,51,37,0,46,44,23,49,22,35,45,47,2,42,7,34,43,48,3,36,39,21,14,40,30,41,18,13,10,9,17,33,28,5,26,31,8,29,6,32,24,19,11,20,1,4,27,16,12,
42,47,44,0,7,25,15,35,46,23,51,37,50,45,3,2,49,43,34,31,48,38,29,17,39,36,33,18,21,30,9,40,41,28,13,26,22,5,8,6,1,10,4,19,14,11,20,24,32,27,16,12,
11,15,48,25,44,46,35,23,37,50,45,51,0,42,2,43,3,34,49,36,21,47,38,22,39,40,26,30,41,31,18,13,9,4,33,28,17,10,8,1,20,5,29,6,14,7,19,24,32,27,16,12,
32,51,44,0,15,46,25,35,50,23,37,47,42,2,48,18,45,3,43,34,49,38,39,13,22,36,30,41,11,40,21,31,9,17,33,1,28,29,26,10,6,5,8,19,24,7,14,20,4,27,16,12,
10,47,0,51,46,44,17,37,15,25,35,23,39,50,49,45,3,2,34,42,38,48,43,36,22,11,21,28,18,30,41,40,1,13,5,29,8,33,6,9,26,31,4,19,14,7,20,24,32,27,16,12,
13,15,50,25,46,44,23,51,35,49,45,37,0,43,2,34,47,3,36,48,39,42,38,21,9,18,22,31,41,40,30,29,7,28,17,6,33,5,1,10,8,19,16,26,11,24,14,20,32,27,4,12,
29,15,44,0,41,25,47,35,51,46,23,37,45,50,39,49,19,2,43,34,3,42,22,48,30,36,18,38,11,40,17,21,31,13,28,9,33,1,10,5,8,26,6,4,14,7,20,24,32,27,16,12,
43,50,44,25,0,15,46,51,35,23,37,45,21,49,2,41,34,3,47,42,48,38,18,36,30,1,39,22,10,7,40,13,31,32,17,33,9,28,29,20,5,26,8,6,14,11,24,19,4,27,16,12,
19,51,46,44,0,45,25,15,35,50,43,49,23,37,3,39,2,47,34,48,42,22,38,30,36,18,10,11,41,29,40,21,13,9,31,4,17,28,33,26,8,1,5,6,32,14,7,20,24,27,16,12,
15,41,49,42,25,44,35,46,23,37,50,51,0,45,3,2,43,47,34,36,39,48,38,21,33,18,9,30,31,24,40,13,7,29,28,17,26,22,8,5,10,6,32,19,14,11,20,1,4,27,16,12,
17,50,49,15,37,44,46,25,23,35,45,0,51,42,6,43,2,3,47,34,48,38,39,36,33,18,21,30,11,41,10,1,13,40,28,29,12,22,9,31,5,24,8,26,7,32,14,19,4,16,20,27,
48,24,25,44,46,0,15,35,23,37,45,43,51,50,42,2,3,34,38,47,33,36,49,10,39,18,41,30,21,40,29,13,28,17,7,22,5,26,6,31,4,8,9,19,14,11,20,1,32,27,16,12,
25,13,49,46,44,15,35,23,37,45,50,51,0,48,42,2,16,31,43,3,34,47,39,41,38,36,18,22,11,40,30,21,9,17,28,33,10,8,26,5,1,6,29,19,7,24,14,20,32,27,4,12,
21,48,0,25,15,46,9,44,35,37,23,51,45,50,43,42,3,49,2,38,34,30,47,39,36,40,33,31,7,18,41,29,28,13,1,17,20,22,10,5,8,26,6,32,24,14,11,19,4,27,16,12,
42,48,46,25,0,15,44,35,37,22,50,23,51,45,43,2,3,49,36,47,34,39,38,9,18,31,41,40,30,21,7,28,29,13,6,33,17,16,5,10,8,26,1,19,20,11,24,14,32,27,4,12,
7,44,15,49,46,23,25,35,37,51,50,34,0,45,2,43,47,3,42,48,39,38,36,33,40,21,10,30,1,41,18,28,8,13,29,17,22,6,5,9,31,26,4,19,14,11,20,24,32,27,16,12,
18,48,0,23,25,44,46,15,37,50,35,45,51,42,2,49,3,39,34,36,47,43,38,29,33,41,30,11,21,31,40,13,28,1,8,17,6,22,5,19,32,26,9,10,14,7,24,20,4,27,16,12,
11,49,15,44,25,46,35,23,37,45,50,2,51,0,42,47,3,43,48,39,38,34,36,33,29,17,18,41,31,30,28,21,13,6,9,1,40,5,10,22,8,26,19,32,14,7,20,24,4,27,16,12,
10,49,0,15,46,25,35,50,44,23,3,37,45,51,39,47,2,38,42,34,48,33,43,36,18,41,30,27,11,40,13,21,9,17,22,28,26,31,5,8,29,1,6,24,7,32,14,4,19,20,16,12,
28,0,50,15,51,46,49,25,43,44,47,34,35,37,23,45,48,2,38,11,36,42,3,39,33,30,40,21,41,18,10,1,5,13,8,17,22,29,6,9,31,26,4,19,14,7,20,24,32,27,16,12,
50,2,25,44,15,0,48,46,35,23,51,37,33,42,45,43,49,21,34,3,47,38,39,36,18,9,41,30,31,7,40,29,17,22,28,13,26,5,8,1,10,6,4,19,14,11,20,24,32,27,16,12,
9,48,15,23,44,25,51,0,46,35,37,45,50,42,43,3,36,2,34,49,47,39,33,38,18,41,31,30,40,6,7,21,28,17,13,1,29,10,22,8,26,5,4,19,14,11,20,24,32,27,16,12,
44,5,51,50,35,25,15,26,46,0,16,37,49,23,45,34,2,43,22,3,36,47,48,38,42,39,41,18,21,30,11,40,9,13,10,31,17,33,28,1,19,8,6,29,7,24,14,20,32,27,4,12,
42,0,15,51,50,46,44,25,35,37,23,49,45,22,4,2,38,26,3,47,43,34,48,39,13,18,30,41,36,11,40,21,10,17,33,28,9,8,31,6,1,5,19,29,14,7,20,24,32,27,16,12,
6,25,47,15,44,22,46,35,23,3,37,51,38,45,0,50,2,39,49,42,34,48,36,7,43,40,30,21,41,10,18,13,9,28,29,5,17,26,33,8,1,31,4,19,14,11,20,24,32,27,16,12,
38,15,46,47,0,25,44,23,22,37,51,10,35,45,29,50,2,42,3,19,40,49,41,34,48,43,30,39,36,11,18,13,21,9,17,33,28,1,31,5,8,26,6,32,14,7,20,24,4,27,16,12,
26,50,15,0,25,44,1,46,51,35,30,42,23,45,37,49,2,3,47,38,34,48,43,39,36,40,33,21,41,11,18,10,13,28,17,29,22,5,8,9,31,6,4,19,14,7,20,24,32,27,16,12,
37,15,36,44,49,0,35,42,50,46,25,23,51,41,45,47,2,43,34,3,48,39,21,33,18,38,28,11,30,10,1,17,13,5,40,8,26,22,29,9,31,6,4,19,14,7,20,24,32,27,16,12,
46,39,25,0,49,35,44,15,33,37,23,50,18,45,51,2,47,3,34,42,36,38,48,43,21,9,41,6,30,31,11,32,17,13,40,26,22,29,1,28,10,5,8,19,14,7,20,24,4,27,16,12,
22,25,15,34,35,44,46,50,51,37,49,45,0,23,2,43,3,47,42,48,36,38,39,21,41,18,9,40,30,31,7,4,13,28,33,17,8,26,10,29,1,5,6,19,14,11,20,24,32,27,16,12,
44,50,10,46,18,51,25,43,15,35,23,37,49,39,0,34,45,38,42,2,47,3,48,41,36,4,33,11,40,30,21,13,9,22,28,17,8,26,31,1,5,29,6,19,14,7,20,24,32,27,16,12,
11,44,51,15,45,46,25,37,23,50,47,35,0,2,31,38,49,34,3,42,43,18,39,48,36,29,33,41,40,30,21,13,28,9,5,19,17,22,1,16,10,26,8,6,7,24,14,20,32,27,4,12,
13,47,44,35,46,15,25,23,37,45,0,50,3,51,49,36,22,42,2,43,48,34,38,39,21,18,9,31,41,40,28,30,7,29,8,33,17,26,5,10,1,6,4,19,14,11,20,24,32,27,16,12,
40,48,25,46,15,44,35,23,37,51,0,50,45,39,36,2,49,42,34,47,3,43,38,28,22,21,11,13,41,10,18,30,1,5,8,33,17,29,6,9,31,19,32,26,14,7,24,20,4,27,16,12,
10,0,46,51,44,15,50,25,37,23,35,45,48,43,34,3,38,2,42,47,49,39,33,11,36,40,21,30,13,28,41,18,1,5,8,17,29,6,22,9,31,26,4,19,14,7,20,24,32,27,16,12,
26,15,47,44,46,0,25,35,37,23,45,51,50,38,49,2,34,3,43,42,48,22,39,36,41,18,30,11,21,40,9,13,10,28,17,29,33,5,8,12,31,1,6,7,32,24,14,19,4,16,20,27,
27,51,0,25,50,15,44,43,46,35,42,37,23,48,18,2,45,49,34,3,47,33,38,11,39,17,36,13,30,31,41,21,9,40,22,28,10,5,8,1,29,26,6,7,32,24,19,14,4,20,16,12,
36,0,51,44,50,37,46,25,15,23,49,35,42,45,40,47,2,26,21,43,3,34,48,39,38,32,33,30,11,9,41,18,13,31,24,17,5,22,28,29,10,6,8,20,14,19,4,7,1,27,16,12,
18,25,46,48,44,35,15,23,37,45,0,51,50,42,33,2,3,39,34,36,49,47,26,43,38,41,30,7,21,40,10,13,9,28,29,32,17,6,22,1,31,5,8,19,14,11,24,27,4,20,16,12,
20,48,44,46,0,15,25,35,23,37,47,45,50,51,43,2,34,42,38,3,49,17,39,36,33,18,30,11,21,31,13,41,9,40,22,28,10,5,8,26,29,24,6,32,14,7,19,1,4,27,16,12,
42,25,49,44,0,15,46,37,30,23,3,34,50,35,2,51,47,45,43,36,48,38,39,21,33,40,13,9,31,5,41,18,7,6,28,17,22,29,26,8,32,1,10,19,14,11,20,24,4,27,16,12,
3,51,50,0,46,37,47,44,25,15,23,35,33,45,36,42,43,49,2,34,39,48,21,38,18,41,9,30,17,31,29,7,6,13,28,40,22,5,1,8,10,26,4,19,14,11,20,24,32,27,16,12,
13,25,49,15,44,46,35,23,3,12,45,37,50,51,39,0,18,38,43,47,2,42,34,48,11,36,22,41,30,17,31,21,9,40,33,10,28,5,8,1,26,29,6,7,32,24,14,19,4,16,20,27,
38,15,50,44,51,46,0,25,48,35,37,33,23,45,2,5,42,3,49,34,47,43,39,18,30,36,7,41,9,21,10,17,13,28,22,40,26,29,8,1,31,6,16,19,11,24,14,20,32,27,4,12,
1,50,44,37,25,51,15,46,48,0,23,3,35,45,2,42,43,34,47,22,49,38,39,36,41,18,21,30,31,13,40,29,11,28,8,6,33,17,5,19,9,10,26,32,14,7,24,20,4,27,16,12,
24,35,25,47,0,37,44,46,15,48,23,51,2,50,45,42,3,43,34,49,38,33,36,41,39,30,18,40,31,21,7,13,28,29,17,22,5,26,9,4,10,8,19,6,14,11,20,1,32,27,16,12,
24,46,38,44,50,0,37,51,15,34,25,49,35,23,45,43,47,2,48,3,42,20,33,39,13,30,36,18,41,40,31,26,21,7,10,17,22,28,8,9,32,5,29,6,14,11,19,1,4,27,16,12,
47,19,44,15,46,0,23,34,37,25,35,51,50,45,2,43,49,3,42,48,38,39,33,18,36,41,30,40,11,13,21,31,9,10,17,28,22,1,29,5,8,26,6,32,14,7,20,24,4,27,16,12,
10,49,50,44,0,46,37,15,25,23,35,51,48,45,43,2,34,5,3,38,42,33,47,39,18,36,41,13,21,11,40,30,9,28,22,6,17,29,1,32,31,26,8,19,24,14,7,20,4,27,16,12,
9,50,37,0,51,43,44,15,25,46,23,35,49,45,2,3,47,42,48,34,31,22,38,39,29,36,18,41,30,21,7,28,40,13,17,6,24,33,5,10,26,8,14,32,19,11,20,1,4,27,16,12,
40,47,15,46,37,25,2,23,44,42,35,51,0,50,45,49,3,43,34,48,36,38,39,31,22,30,21,9,7,41,29,18,13,28,17,6,33,5,1,8,10,26,4,19,14,11,20,24,32,27,16,12,
37,46,48,3,44,25,0,23,4,15,51,50,35,45,42,2,43,34,49,47,39,40,33,30,38,41,11,36,18,13,21,10,22,8,17,28,27,9,31,5,26,1,29,6,7,24,32,14,19,20,16,12,
42,51,50,15,0,25,41,44,43,35,23,49,46,45,38,39,48,37,34,2,3,36,10,47,22,18,4,30,11,40,5,13,21,9,28,17,33,26,8,31,1,14,29,6,19,7,20,24,32,27,16,12,
41,15,51,50,25,44,35,46,23,0,37,48,42,45,2,43,3,1,34,22,49,36,39,47,38,30,18,21,31,7,29,40,13,28,26,17,33,6,8,9,19,10,5,32,14,11,20,24,4,27,16,12,
46,1,15,37,25,50,51,23,35,44,0,49,45,42,2,3,43,34,33,38,47,39,48,36,18,13,41,21,31,11,40,30,28,8,29,17,22,6,5,9,10,26,4,19,14,7,20,24,32,27,16,12,
2,0,46,47,25,15,35,23,44,42,51,22,37,45,50,3,49,39,34,36,48,43,21,38,41,18,9,14,30,40,7,13,8,31,17,28,33,10,5,29,6,26,24,32,16,19,11,1,20,27,4,12,
17,25,51,44,46,15,50,35,23,26,37,49,45,0,39,34,2,47,42,3,48,43,38,14,33,18,36,7,30,21,41,10,9,13,40,28,6,22,31,5,8,29,24,32,19,11,20,1,4,27,16,12,
25,28,44,48,15,0,46,35,23,2,37,51,50,45,34,22,3,43,42,49,47,36,38,41,39,21,11,13,18,40,30,10,1,5,17,8,6,33,29,9,31,26,4,19,20,14,7,24,32,27,16,12,
16,0,45,50,44,51,25,15,46,42,35,23,37,49,43,47,2,3,34,48,38,39,33,18,30,36,13,21,41,11,40,9,10,31,17,22,28,8,26,7,5,20,1,19,6,29,24,14,32,27,4,12,
0,46,43,51,25,15,44,50,5,35,23,37,49,45,33,2,34,3,47,48,38,42,7,41,39,27,18,30,36,40,13,17,31,21,9,22,28,10,8,29,32,1,26,6,11,24,14,4,19,20,16,12,
29,0,47,44,50,25,15,37,46,49,45,23,39,51,35,34,2,26,48,42,3,12,31,18,22,43,10,38,36,40,30,41,13,7,9,21,17,6,33,28,5,8,1,11,32,24,14,19,4,16,20,27,
5,48,44,0,15,46,25,35,23,37,45,50,51,43,2,34,3,42,49,47,38,33,28,39,18,17,36,30,11,21,10,41,13,9,40,22,1,29,6,8,31,26,4,19,14,7,20,24,32,27,16,12,
6,50,0,25,15,51,46,37,47,44,34,35,23,45,43,3,49,42,2,33,48,26,38,36,40,39,30,21,11,41,18,9,13,10,29,28,17,8,22,5,1,31,4,19,14,7,20,24,32,27,16,12,
21,48,0,25,15,46,44,35,43,23,51,37,50,2,34,45,30,3,42,49,47,22,38,39,40,36,10,7,5,9,41,18,13,28,17,26,33,24,29,31,11,4,6,8,19,14,20,1,32,27,16,12,
36,51,50,25,37,44,46,0,15,23,35,48,45,42,2,47,43,33,38,34,49,18,3,39,21,41,29,30,11,31,17,28,13,9,40,6,5,22,1,8,10,26,4,20,14,7,19,24,32,27,16,12,
48,28,0,46,37,15,25,23,44,50,35,49,51,45,42,2,34,43,3,33,47,38,36,39,18,41,21,30,11,40,10,13,1,8,29,17,26,22,5,20,9,24,31,32,6,14,7,19,4,27,16,12,
16,50,25,0,35,15,51,46,44,23,48,37,42,49,2,33,3,45,43,34,47,38,39,40,36,30,11,18,41,13,21,10,9,17,28,22,31,8,26,5,1,6,29,24,19,7,14,20,32,27,4,12,
12,23,25,47,44,15,46,0,45,37,50,35,51,42,2,3,49,48,43,34,38,39,33,30,40,26,36,41,18,13,11,31,21,9,22,17,28,5,10,1,20,24,8,29,6,7,32,14,19,4,16,27,
38,47,46,0,15,25,44,33,48,35,23,37,36,51,50,42,45,28,2,49,41,1,34,3,43,39,21,18,13,26,11,40,32,30,31,17,22,9,10,29,5,27,8,6,7,24,14,4,19,20,16,12,
46,32,0,25,49,44,35,23,50,37,15,51,45,42,2,3,47,43,34,48,38,40,39,33,26,30,36,11,18,41,4,13,21,10,9,17,22,28,31,1,29,6,20,5,8,14,7,19,24,27,16,12,
12,15,47,46,0,35,23,37,44,42,25,51,3,50,45,43,11,49,2,34,38,40,48,22,39,30,36,41,18,13,31,21,9,17,33,10,28,5,29,8,1,32,26,6,7,24,14,19,4,16,20,27,
1,47,37,46,15,44,25,0,23,51,42,45,50,35,49,2,3,39,34,17,12,33,48,43,11,31,38,36,18,30,41,13,21,9,40,22,28,10,8,26,5,29,6,32,24,7,14,19,4,16,20,27,
43,44,25,48,46,0,15,22,35,23,37,50,45,51,2,34,36,42,49,3,47,21,38,18,39,1,41,13,31,11,28,40,29,30,8,17,33,6,5,9,10,26,4,19,14,7,20,24,32,27,16,12,
36,49,0,18,44,25,46,35,23,15,37,51,42,50,45,2,47,43,34,3,48,31,38,33,39,9,13,21,41,27,12,40,30,11,10,17,22,28,5,8,1,26,29,32,6,7,24,14,19,4,16,20,
6,47,35,0,45,25,44,46,15,23,51,48,43,37,50,2,34,3,42,41,49,38,39,22,36,18,30,11,21,40,32,13,31,9,33,17,28,1,10,29,26,8,5,24,19,14,7,20,4,27,16,12,
49,19,15,35,25,46,0,44,23,18,37,50,43,42,45,3,51,34,2,47,38,48,39,33,36,41,30,11,40,21,13,31,9,17,28,5,22,1,29,26,10,8,6,32,14,7,20,24,4,27,16,12,
5,47,0,46,15,44,25,23,37,34,35,51,50,45,3,36,49,43,2,48,42,39,33,1,38,32,18,41,30,11,40,13,21,31,17,22,9,26,28,29,10,6,19,8,14,7,20,24,4,27,16,12,
41,15,47,44,25,35,46,23,0,45,37,50,51,43,2,31,3,49,42,34,36,48,38,39,22,5,18,11,30,40,13,21,9,14,17,12,19,33,10,28,8,26,29,6,1,7,32,24,4,16,20,27,
13,44,48,25,15,46,35,23,37,45,0,50,51,42,2,3,39,9,21,34,49,47,43,31,38,36,18,22,41,40,29,30,7,28,26,17,33,5,8,1,10,32,6,19,14,11,20,24,4,27,16,12,
49,15,39,0,46,25,35,44,51,40,23,37,45,47,6,50,2,18,3,34,42,48,43,13,38,36,22,11,21,41,30,10,28,9,29,33,17,5,19,1,31,8,26,32,14,7,20,24,4,27,16,12,
10,46,15,49,37,44,0,23,25,41,51,35,38,50,45,3,47,42,36,34,17,39,48,30,2,43,33,18,21,28,26,11,13,9,40,29,22,5,8,1,31,16,6,19,7,24,20,14,32,27,4,12,
39,50,46,44,25,15,0,51,35,37,23,47,33,30,45,2,49,34,3,43,42,1,48,38,36,40,21,31,7,41,18,13,28,5,8,17,22,29,27,9,10,26,6,11,32,24,14,20,4,19,16,12,
20,0,47,15,46,44,35,25,23,37,51,50,45,42,2,43,3,49,48,33,34,39,40,38,30,18,11,36,41,13,28,31,21,9,17,22,4,10,14,5,8,29,6,26,32,24,7,19,27,1,16,12,
4,46,0,15,49,25,44,22,48,35,34,37,51,9,50,2,3,23,45,43,42,47,38,17,18,39,30,10,21,36,7,41,13,28,40,33,8,1,26,31,5,29,6,19,14,11,20,24,32,27,16,12,
38,48,15,23,0,44,25,46,35,50,37,33,51,45,3,2,42,13,34,49,47,36,39,29,43,18,41,11,10,40,21,28,7,30,1,8,17,26,22,9,5,31,6,4,19,14,20,24,32,27,16,12,
44,26,49,15,0,50,46,3,48,47,18,25,35,37,23,51,34,45,2,43,38,33,42,39,36,41,30,21,11,40,13,10,9,28,17,4,22,31,8,1,5,14,29,6,19,7,20,24,32,27,16,12,
13,46,47,25,15,44,35,23,34,37,45,51,0,50,43,2,49,3,42,48,36,38,21,9,22,39,18,31,41,40,30,29,7,14,24,26,17,10,33,28,5,8,6,32,19,16,11,20,1,27,4,12,
41,50,44,25,15,51,35,42,46,23,37,49,47,0,3,2,36,31,39,48,45,34,18,40,30,43,26,22,7,38,21,33,9,29,13,5,28,17,27,10,11,1,14,6,8,32,24,4,19,20,16,12,
39,15,49,0,25,35,46,44,37,23,22,2,50,45,24,51,47,3,12,34,42,40,48,38,43,30,36,18,41,31,26,11,21,13,10,17,9,33,28,8,1,5,29,6,32,7,14,19,4,16,20,27,
41,15,25,47,44,35,46,23,37,45,51,50,0,42,2,43,36,49,3,34,48,38,39,16,30,33,13,18,11,40,12,31,9,21,22,17,8,7,10,28,26,5,1,29,6,24,14,19,32,4,20,27,
36,37,48,46,15,0,25,44,38,49,23,2,51,42,33,35,50,45,34,10,3,17,47,43,39,18,21,30,1,11,41,28,13,5,8,40,22,29,6,4,9,31,26,19,14,7,20,24,32,27,16,12,
45,47,0,44,46,15,35,31,25,23,37,38,51,34,50,2,3,42,49,48,39,33,43,36,41,9,18,30,7,21,32,40,13,22,17,1,10,28,29,26,6,14,5,8,19,11,20,24,4,27,16,12,
9,44,45,15,51,46,25,35,0,23,37,50,49,42,2,3,40,47,43,34,48,38,39,36,33,30,28,21,7,10,41,18,13,29,17,22,6,5,8,1,31,26,4,19,14,11,20,24,32,27,16,12,
14,46,0,50,37,23,44,51,25,15,35,45,49,42,38,2,43,47,3,34,18,39,33,48,10,41,36,17,5,21,30,7,13,9,40,22,28,8,31,29,6,24,26,32,19,11,4,20,1,27,16,12,
15,30,25,44,51,23,50,46,35,37,45,49,2,0,39,3,34,42,48,47,36,9,43,33,18,38,41,31,21,7,32,13,40,17,28,22,29,24,10,26,19,6,14,5,8,11,20,1,4,27,16,12,
8,49,44,25,0,15,46,35,23,37,30,50,45,51,3,42,43,31,2,34,47,48,39,38,33,41,36,18,11,1,21,13,40,28,29,22,17,6,5,9,10,26,4,24,19,14,7,20,32,27,16,12,
26,40,48,25,44,46,15,35,23,0,19,37,34,51,2,50,38,45,3,42,49,47,30,43,39,36,28,16,10,13,22,11,9,41,17,18,21,33,31,8,5,1,6,29,7,24,14,20,32,27,4,12,
42,49,0,46,37,18,44,25,50,45,23,15,29,51,3,39,35,2,48,34,47,38,36,43,33,41,30,21,7,5,10,40,9,13,28,17,22,26,8,1,31,6,4,19,14,11,20,24,32,27,16,12,
29,46,49,25,44,0,15,35,23,37,50,51,45,42,2,38,43,47,48,34,3,13,39,36,22,41,21,18,11,31,6,40,30,9,28,17,5,33,1,8,10,26,20,32,14,7,19,24,4,27,16,12,
40,51,25,50,15,46,44,34,35,37,49,45,0,23,2,43,48,36,42,3,10,47,39,38,33,30,21,11,29,41,18,6,13,9,28,22,5,17,1,8,31,26,4,19,14,7,20,24,32,27,16,12,
50,14,51,15,37,25,44,23,46,0,35,49,45,42,3,40,2,47,43,11,22,34,48,36,39,38,30,41,13,18,21,10,9,17,33,29,28,31,5,8,6,26,24,32,19,7,20,16,4,1,27,12,
7,44,51,50,35,25,46,15,23,37,49,45,0,42,2,47,43,3,34,48,33,28,38,10,27,39,41,36,13,18,40,30,21,9,17,1,31,22,5,8,29,26,6,11,32,24,14,4,19,20,16,12,
1,25,35,44,47,15,46,23,0,37,51,45,38,50,2,49,42,39,34,3,28,48,43,33,18,36,30,41,10,21,11,40,5,13,31,17,22,19,9,8,29,26,6,32,14,7,20,24,4,27,16,12,
17,44,15,25,35,46,50,51,23,37,45,48,0,42,3,2,43,49,34,47,36,39,21,38,33,9,28,18,30,10,11,41,29,5,19,13,40,22,1,31,8,26,14,16,6,7,24,20,32,27,4,12,
8,46,15,0,50,25,51,35,37,44,43,49,12,45,23,2,38,3,47,42,34,48,39,33,40,11,36,30,31,41,21,18,13,17,10,32,22,26,9,28,5,7,1,29,24,6,19,14,4,16,20,27,
32,46,44,50,49,45,0,25,15,35,34,14,51,2,37,47,23,43,39,27,42,3,48,38,40,33,30,18,17,41,11,36,13,31,28,22,21,10,8,9,5,20,29,26,6,1,7,24,4,19,16,12,
8,47,15,46,0,25,44,35,23,51,45,37,42,49,50,2,38,34,43,3,48,39,33,36,40,7,21,30,41,18,1,31,28,13,29,17,22,6,9,5,10,26,4,19,14,11,20,24,32,27,16,12,
2,0,49,15,46,25,23,50,44,35,45,33,37,3,43,47,51,42,38,48,34,36,39,21,11,10,40,30,28,41,18,13,1,9,17,5,22,6,29,31,32,26,8,19,14,7,20,24,4,27,16,12,
