5,32,26,33,11,27,30,2,31,1,13,25,28,24,29,0,20,7,18,4,6,10,21,23,19,17,22,12,14,8,16,15,3,9,
0,33,27,32,11,26,25,1,31,21,2,20,29,28,30,17,6,13,18,4,5,24,23,15,10,22,3,7,14,16,8,19,12,9,
8,27,32,11,25,33,26,31,1,2,30,17,28,29,13,0,20,18,14,4,24,5,15,23,22,21,10,7,3,16,6,19,12,9,
21,33,11,32,28,25,26,27,1,30,2,31,10,29,23,9,0,13,20,18,5,14,6,24,12,4,17,22,8,7,15,16,3,19,
2,26,11,33,32,27,1,29,25,31,30,0,28,24,20,4,18,21,17,13,5,12,6,7,10,15,23,16,22,14,8,19,3,9,
11,27,25,32,24,33,26,31,1,2,18,30,28,29,0,20,13,4,17,6,5,21,23,7,22,10,3,15,14,16,8,19,12,9,
23,32,33,11,27,26,25,31,1,2,30,28,24,29,0,13,22,6,10,18,20,4,21,15,5,17,3,7,14,16,8,19,12,9,
33,13,11,32,3,26,31,27,30,1,2,25,28,21,24,29,20,18,0,4,10,17,6,5,7,22,23,16,14,15,8,19,12,9,
3,33,11,31,29,32,25,26,27,1,2,30,28,17,24,13,20,14,21,0,4,18,6,7,5,10,22,15,23,16,8,19,12,9,
12,32,18,11,26,33,27,30,1,31,2,28,25,21,13,29,20,6,0,7,4,5,24,23,10,17,16,15,22,14,8,19,3,9,
17,32,11,33,26,30,27,1,31,2,25,28,29,24,0,18,4,13,20,6,5,21,23,7,10,22,3,16,14,15,8,19,12,9,
15,11,33,32,30,26,27,1,2,31,28,25,13,8,5,29,20,0,18,4,10,24,21,23,17,22,3,7,14,16,6,19,12,9,
8,11,25,33,32,26,31,27,1,2,19,30,28,29,21,0,10,13,20,18,4,23,22,24,5,17,14,7,3,6,16,15,12,9,
20,32,11,33,26,27,25,31,2,1,28,29,30,24,0,4,13,18,17,6,5,21,23,7,10,22,3,16,14,15,8,19,12,9,
19,20,33,32,28,11,26,27,25,1,2,30,31,29,24,23,0,13,21,18,6,4,10,5,17,22,14,7,3,8,16,15,12,9,
8,33,32,11,26,25,27,31,1,2,30,28,29,10,20,18,13,4,0,5,23,24,15,21,17,22,7,19,14,3,6,16,12,9,
14,11,32,33,26,27,30,31,2,1,25,28,29,24,13,18,20,0,10,6,4,21,16,5,17,7,22,23,3,15,8,19,12,9,
18,33,26,32,11,27,30,2,1,31,28,25,29,24,20,13,4,0,17,6,19,21,23,22,15,10,5,14,8,7,3,16,12,9,
4,11,33,32,26,2,27,30,1,31,25,29,28,24,0,23,13,18,16,10,6,20,21,5,22,14,17,7,3,15,8,19,12,9,
20,33,32,11,25,26,13,27,31,2,28,1,0,6,29,30,4,18,17,24,5,21,23,7,10,22,3,16,14,15,8,19,12,9,
32,15,11,33,26,27,30,2,1,31,25,28,29,21,13,20,0,4,6,18,8,10,24,23,5,17,22,3,7,14,16,19,12,9,
33,2,26,32,27,13,11,25,31,1,30,28,0,20,24,4,29,18,17,6,5,21,23,7,10,22,3,16,14,15,8,19,12,9,
12,33,11,32,26,30,27,1,25,2,31,13,5,9,28,21,29,20,0,6,18,24,8,10,4,17,23,22,7,14,16,15,3,19,
18,32,11,26,33,27,30,2,1,31,13,25,28,24,29,4,20,0,17,6,5,21,23,7,19,10,22,14,3,8,16,15,12,9,
7,33,32,11,26,25,27,31,2,1,30,13,28,21,29,20,18,24,0,4,5,10,6,23,17,22,15,3,14,16,8,19,12,9,
30,32,33,11,21,26,27,1,2,31,25,28,0,29,15,13,20,18,4,10,6,24,23,5,17,22,3,7,14,16,8,19,12,9,
26,2,11,33,32,21,27,1,25,31,17,30,28,29,0,14,13,6,20,18,7,4,24,5,10,22,16,23,12,15,8,19,3,9,
