GreedyTotal,GreedyAdditional,FICBPL_E,UnifyGreedy,ARTMaxMin,Genetic,PAdditional5
0.591125,0.8585,0.866625,0.8006875,0.9155625,0.846625,0.8836875
0.5928749999999999,0.8636875,0.8695625,0.804375,0.8783124999999999,0.8846875,0.8855
0.5906874999999999,0.8599375,0.851375,0.8000625,0.919125,0.8833125000000001,0.8810625
0.590375,0.8726875,0.853625,0.8013125,0.9055625,0.9017499999999999,0.861
0.5929375,0.865625,0.8551875,0.7850625,0.8768125,0.90975,0.8729375
0.5913125,0.8740625,0.8610625,0.8039999999999999,0.9226875,0.88275,0.876875
0.5925625,0.8693125,0.85475,0.802125,0.9147500000000001,0.8446875,0.8755000000000001
0.5920625,0.858625,0.860125,0.7964375,0.894375,0.9149375,0.8688125
0.5934375,0.871625,0.857375,0.80175,0.8901875,0.881625,0.8821875
0.5932499999999999,0.86825,0.8571875,0.7968125,0.9073125,0.849875,0.861
0.593375,0.8711875,0.8716875000000001,0.8048125,0.865375,0.8589375,0.8794375
0.5880625,0.8611875,0.8703124999999999,0.782875,0.913875,0.8469375,0.8735625
0.594125,0.847375,0.873375,0.8009375,0.892,0.8601875,0.895
0.5920625,0.8604999999999999,0.8704999999999999,0.80125,0.89725,0.8835625,0.869
0.59225,0.878875,0.8548125,0.80075,0.881875,0.865,0.8940625
0.5948749999999999,0.8559375,0.869375,0.8003125,0.9021875,0.86175,0.8774375
0.5910624999999999,0.865125,0.86925,0.7958125,0.9090625,0.9059375,0.8929375
0.5900625,0.8584375,0.85675,0.7988125,0.8985,0.9008125,0.8522500000000001
0.5956875,0.8721875,0.8684375,0.80275,0.9074375,0.865,0.862625
0.593875,0.854125,0.8696875000000001,0.783375,0.878625,0.8534375,0.8778125
0.5923125,0.875125,0.860875,0.7955625000000001,0.9003125,0.8460625,0.888625
0.5942500000000001,0.8746875,0.866,0.789875,0.886625,0.90725,0.87825
0.5971875,0.8615,0.856375,0.795,0.90275,0.8899375,0.877125
0.5911875,0.861,0.862,0.802375,0.892,0.8820625,0.8738125
0.5906874999999999,0.8580625000000001,0.8585,0.8024375,0.9404375,0.9031875,0.87125
0.5890624999999999,0.8670625,0.860875,0.7859375000000001,0.8871875,0.854625,0.8653125
0.589125,0.8755000000000001,0.8691875,0.7995,0.8964375,0.85525,0.87275
0.5898125,0.865,0.8714375,0.8059999999999999,0.9185625000000001,0.9065,0.878875
0.5935625,0.87275,0.864625,0.8075625,0.920125,0.886625,0.8665625
0.5896875,0.8618750000000001,0.8553125,0.7961874999999999,0.9060625,0.88575,0.877
0.5942500000000001,0.8638125,0.8670625,0.7885,0.904375,0.8575,0.8678750000000001
0.5896875,0.8650625,0.86425,0.7861875,0.922875,0.8655,0.8868125
0.593625,0.8806875,0.8574375,0.7969375,0.879875,0.858625,0.8854375
0.5908125000000001,0.8644375,0.8689375,0.7850625,0.9106875,0.8974375,0.8903125
0.5943125,0.8600625000000001,0.8739375,0.804375,0.906625,0.9055625,0.8555625
0.5912499999999999,0.8658125,0.8636875,0.8001874999999999,0.9380000000000001,0.866,0.89725
0.5914375,0.8754375,0.8664375,0.8005,0.8731875,0.911,0.8931250000000001
0.5949375,0.8510624999999999,0.8644999999999999,0.8053750000000001,0.9196875,0.9054375,0.8859375
0.594125,0.8745625,0.868125,0.799125,0.9100625,0.8749375,0.888875
0.5870624999999999,0.87375,0.8648125,0.8024375,0.9215,0.882875,0.859625
0.5911875,0.851375,0.8638750000000001,0.8040625,0.9128125,0.8965625,0.8624999999999999
0.59025,0.8718125,0.853625,0.7984375,0.9185625000000001,0.9046875,0.8855625
0.5908125000000001,0.8678125,0.8658125,0.787125,0.9166875,0.936375,0.8823124999999999
0.587625,0.87075,0.8514375,0.783875,0.9188125,0.838,0.890875
0.595,0.8699375,0.8625625,0.7975625000000001,0.9216875,0.8329375,0.8718125
0.5926250000000001,0.8681875,0.8583125,0.7863125,0.9024375,0.8312499999999999,0.8553125
0.5906250000000001,0.85675,0.8530625,0.7957500000000001,0.903125,0.913125,0.8998125
0.593625,0.8580625000000001,0.8582500000000001,0.8003125,0.9126875,0.86275,0.8986875
0.5969375,0.866375,0.8591875,0.78525,0.927875,0.8603125,0.893625
0.59075,0.857,0.8688125,0.7816875,0.9075624999999999,0.8400625,0.8835000000000001
0.5916875,0.8624999999999999,0.8568125,0.784125,0.9028125,0.8928125,0.8635625
0.592125,0.8755625,0.8709375,0.8019999999999999,0.9,0.8651875,0.8945
0.5905625,0.866375,0.860125,0.7976875,0.898875,0.8681875,0.884375
0.5906250000000001,0.8599375,0.8635625,0.78825,0.910125,0.8868125,0.8794375
0.591125,0.866125,0.8704375,0.80275,0.898625,0.887,0.8783124999999999
0.5925625,0.8675625,0.8608125,0.8025,0.9090625,0.897375,0.9056875
0.5905,0.8618750000000001,0.86,0.7897500000000001,0.92625,0.8919374999999999,0.869
0.5940625,0.8611875,0.8754375,0.7885624999999999,0.8988125,0.857625,0.8756875000000001
0.595375,0.8698125,0.8575625,0.787,0.8873125000000001,0.8866875,0.88725
0.5873125,0.8710625,0.86875,0.7960625,0.8903125,0.9048125,0.8733125
0.5898125,0.870625,0.8636875,0.7971875,0.889375,0.88075,0.869
0.595625,0.8706875,0.866375,0.785125,0.8884375,0.878375,0.8758750000000001
0.5944375000000001,0.8661875,0.8648125,0.8015,0.9218125,0.8844375,0.8748125
0.589125,0.879875,0.8681875,0.7865624999999999,0.890875,0.88175,0.8969375
0.592,0.8690625,0.8629375,0.80025,0.925375,0.9318125,0.8801875
0.5928125000000001,0.872625,0.8683124999999999,0.8010625,0.9039375,0.8685625,0.896875
0.5928749999999999,0.8748125,0.8579375,0.79125,0.9363125,0.8474375,0.8948125
0.592,0.86275,0.8538125,0.8006875,0.8988125,0.87225,0.8991250000000001
0.5876875,0.8734375,0.857125,0.8029375,0.899625,0.8899375,0.8793125
0.5888125000000001,0.8534375,0.8656875,0.7871875,0.9124375,0.8716875000000001,0.8731875
0.59175,0.8739375,0.8598125,0.791875,0.91175,0.891625,0.891625
0.5968749999999999,0.8611875,0.8613125,0.797125,0.9334375,0.8698750000000001,0.8748125
0.5916875,0.873625,0.8555,0.8016875,0.888,0.892375,0.8630625
0.5930000000000001,0.87875,0.8524375000000001,0.8025625,0.90975,0.8883125,0.8718750000000001
0.589375,0.86775,0.8668125,0.803125,0.8945625,0.8970625,0.8656875
0.59375,0.8608125,0.8663125,0.7848125,0.93075,0.8590625,0.8829375
0.5923125,0.8616875,0.8543125,0.7876875,0.9065625,0.898375,0.8653125
0.597,0.8679375,0.851125,0.8016875,0.888625,0.8619375,0.8739375
0.594,0.8635,0.8595625,0.802875,0.8729375,0.8783124999999999,0.8759375
0.5906874999999999,0.860375,0.859,0.8011875,0.8901249999999999,0.8699375,0.891875
0.5935625,0.861,0.86625,0.8023125,0.897625,0.852375,0.891875
0.593625,0.870375,0.8529375,0.8009375,0.8891875,0.916875,0.8845
