23,48,21,22,12,4,78,13,54,82,14,45,24,19,49,74,11,70,28,34,0,18,55,25,68,10,7,52,29,44,62,39,50,47,32,27,73,53,1,75,17,72,9,3,61,8,81,59,46,40,30,76,15,79,57,63,33,5,37,80,66,2,77,36,60,43,64,38,71,6,67,42,26,56,69,35,41,31,20,51,16,58,65,
23,21,48,22,13,4,78,12,54,82,14,24,45,19,49,74,11,28,34,70,0,26,10,55,68,52,18,7,72,30,44,39,50,1,47,75,61,33,73,27,17,53,9,65,56,20,60,37,64,38,57,63,32,46,6,43,15,58,16,8,31,3,29,80,69,35,66,59,79,62,5,42,36,40,25,2,76,51,77,81,41,67,71,
23,21,48,22,12,4,78,13,54,82,14,45,24,19,49,74,11,28,38,70,0,18,55,26,68,10,7,52,63,44,39,29,50,27,17,47,72,53,32,1,75,73,6,20,37,41,67,43,57,64,36,25,35,34,46,56,81,62,3,40,2,69,5,66,30,79,71,51,33,31,76,42,77,59,15,65,60,8,80,16,58,61,9,
23,48,21,22,13,4,78,12,54,82,14,45,24,19,49,74,11,34,28,70,0,55,10,25,68,18,7,52,50,72,31,39,44,47,32,17,61,1,73,75,27,53,15,33,66,51,41,56,46,20,69,79,5,35,64,29,6,63,30,9,65,8,36,60,67,62,58,71,37,59,76,57,38,40,2,80,77,81,43,42,3,16,26,
23,21,48,22,13,4,78,12,54,82,14,45,24,19,49,74,11,38,28,70,0,26,10,55,68,52,7,18,31,72,39,50,44,27,75,47,1,62,32,53,17,73,69,71,42,81,76,9,33,56,6,20,61,80,63,3,29,37,8,2,51,36,41,79,65,77,60,57,15,5,59,25,35,40,64,67,16,43,34,46,30,66,58,
23,48,21,22,12,4,78,13,54,82,14,24,45,19,49,74,11,28,38,70,0,25,55,10,68,7,18,52,62,30,50,44,39,33,47,1,75,17,72,27,73,53,40,41,34,5,56,20,77,2,46,67,66,71,65,36,60,32,76,3,9,16,81,57,42,51,31,37,79,43,59,64,63,6,69,61,26,58,80,8,29,35,15,
23,48,21,22,12,4,78,13,54,82,14,24,45,19,49,74,11,28,70,38,0,25,10,55,68,52,7,18,44,30,61,39,50,1,47,17,72,53,75,27,73,33,5,57,79,59,16,34,31,29,76,37,69,6,65,64,9,8,32,51,77,56,62,67,63,42,36,35,26,71,66,81,58,3,40,80,60,20,43,15,41,46,2,
23,48,21,22,12,4,78,13,54,82,14,24,45,19,49,74,11,38,28,70,0,26,55,10,68,18,52,7,62,50,44,30,39,75,47,27,73,53,1,72,32,17,67,71,51,65,81,56,5,43,34,15,40,69,76,6,80,31,2,25,42,8,37,41,57,79,59,35,29,66,77,61,46,16,33,3,64,20,9,60,36,63,58,
23,21,48,22,12,4,78,13,54,82,14,45,24,19,49,74,11,28,70,34,0,25,55,10,68,7,52,18,63,44,30,50,39,53,27,1,72,33,73,17,47,75,32,62,6,16,20,66,35,2,71,64,80,79,31,46,40,51,61,3,26,41,29,15,59,77,69,9,76,65,5,67,38,43,8,36,60,56,37,58,57,42,81,
23,21,48,22,13,4,78,12,54,82,14,24,45,19,49,74,11,70,28,34,0,26,55,10,68,7,52,18,31,72,39,44,50,17,1,47,62,73,75,32,27,53,58,9,61,25,57,42,3,5,66,43,77,67,37,46,16,80,38,69,64,51,63,81,15,6,41,33,35,56,29,60,30,20,76,2,79,59,71,8,40,36,65,
23,21,48,22,12,4,78,13,54,82,14,24,45,19,49,74,11,34,28,70,0,18,55,10,25,68,7,52,39,44,62,31,50,73,1,27,17,53,72,47,75,32,29,38,57,59,46,36,65,5,42,64,77,43,33,79,76,2,30,60,41,15,58,61,3,67,66,16,37,71,56,40,26,35,80,20,9,8,51,63,69,81,6,
23,48,21,22,12,4,78,13,54,82,14,24,45,19,49,74,11,70,28,34,0,25,55,10,68,7,52,18,72,50,30,44,39,53,61,73,33,27,47,1,75,17,15,76,59,66,43,60,40,20,62,64,9,26,63,41,81,42,16,80,65,35,56,58,5,31,36,3,6,79,32,46,8,77,71,67,57,29,2,51,37,38,69,
23,48,21,22,12,4,78,13,54,82,14,24,45,19,49,74,11,28,34,70,0,10,25,55,68,52,7,18,72,29,50,44,39,62,33,53,73,17,1,47,27,75,36,16,15,35,63,38,79,41,64,65,8,80,5,9,67,77,30,40,26,46,57,69,42,59,3,56,6,76,60,71,32,2,51,61,43,66,81,58,20,37,31,
23,21,48,22,13,4,78,12,54,82,14,24,45,19,49,74,11,70,28,34,0,55,26,10,68,7,18,52,72,44,31,50,39,61,32,75,53,73,17,1,47,27,16,71,37,64,29,56,30,35,76,6,42,59,20,58,25,9,46,3,79,77,51,15,40,60,2,57,63,41,66,36,81,62,80,43,38,65,8,5,67,69,33,
23,21,48,22,12,4,78,13,54,82,14,24,45,19,49,74,11,38,28,70,0,25,10,55,68,7,18,52,30,63,39,44,50,17,27,33,53,47,75,72,73,1,69,15,46,37,32,29,79,41,65,16,57,20,35,76,71,59,8,51,6,60,61,64,31,36,43,67,81,62,58,80,56,2,77,34,3,40,42,26,5,66,9,
