57,1,35,60,4,53,29,20,5,87,22,31,28,90,79,16,41,25,38,30,54,58,33,85,83,17,70,24,84,55,89,88,64,3,86,61,11,2,76,19,63,21,67,18,23,27,26,50,56,68,62,49,65,59,51,66,69,71,80,81,82,73,36,43,52,42,39,44,40,48,77,45,46,47,6,12,78,34,15,32,7,14,13,37,10,9,75,74,8,72,0,
57,1,35,60,4,53,29,20,5,87,22,31,28,90,79,16,41,25,38,30,54,58,32,85,83,17,24,70,89,55,84,88,64,3,76,61,2,86,11,63,19,23,21,27,26,67,18,65,62,69,59,56,50,66,51,68,49,81,71,82,80,36,43,73,52,42,77,40,39,45,47,48,44,46,13,34,78,6,9,12,15,33,14,10,7,74,37,72,8,75,0,
57,1,35,60,4,53,29,20,5,87,22,31,28,90,79,16,41,25,38,30,54,58,34,85,83,17,24,70,84,89,55,88,64,3,86,2,76,61,11,27,18,26,63,21,19,23,67,59,62,49,65,66,68,51,50,69,56,81,71,82,80,52,36,73,43,42,45,40,48,47,77,46,39,44,8,10,12,15,14,78,33,13,32,6,7,72,9,37,75,74,0,
57,1,35,60,4,53,29,20,5,87,22,31,28,90,79,41,16,25,38,30,58,54,34,85,83,17,24,70,89,84,55,88,64,11,76,86,3,2,61,26,21,63,19,67,27,18,23,50,69,59,65,62,49,51,56,66,68,82,81,71,80,52,73,42,36,43,44,40,46,47,48,77,39,45,15,9,78,6,12,13,33,14,32,7,10,37,75,72,74,8,0,
57,1,35,60,4,53,29,20,5,87,22,31,28,90,79,41,16,25,38,30,54,58,33,85,83,19,24,70,89,55,88,84,64,2,61,3,76,86,11,18,17,26,63,23,67,21,27,62,50,65,59,66,56,68,69,51,49,82,80,71,81,43,73,52,42,36,77,46,44,47,40,45,39,48,78,13,9,32,8,12,14,15,34,74,75,6,72,37,7,10,0,
57,1,35,60,4,53,29,20,5,87,22,31,28,90,79,16,41,25,38,30,58,54,32,85,83,17,70,24,88,89,55,84,64,76,11,86,61,2,3,26,27,23,67,63,21,18,19,69,66,62,68,49,56,51,59,65,50,71,80,81,82,42,36,52,43,73,39,47,48,45,44,46,77,40,14,6,10,15,78,33,34,12,13,9,75,74,7,72,8,37,0,
57,1,35,60,4,53,29,20,5,87,22,31,28,90,79,16,41,25,38,30,58,54,33,85,83,19,70,24,88,55,89,84,64,61,86,76,2,3,11,67,17,63,26,23,21,18,27,56,59,69,51,68,62,49,65,50,66,71,81,82,80,52,73,43,42,36,46,45,48,44,39,40,77,47,14,12,9,34,6,78,13,15,32,74,10,7,72,37,75,8,0,
57,1,35,60,4,53,29,20,5,87,22,31,28,90,79,41,16,25,38,30,58,54,32,85,83,19,24,70,89,88,84,55,64,2,61,86,11,3,76,23,26,27,67,21,18,17,63,69,50,62,56,65,51,66,68,49,59,71,81,82,80,52,36,42,43,73,46,45,48,77,39,40,44,47,8,9,13,14,78,12,15,34,33,6,7,75,10,72,74,37,0,
57,1,35,60,4,53,29,20,5,87,22,31,28,90,79,41,16,25,38,30,54,58,85,32,83,19,24,70,55,84,89,88,64,11,76,2,3,61,86,26,27,17,21,18,63,67,23,49,50,65,62,59,68,56,51,66,69,82,80,71,81,43,42,36,73,52,40,77,48,47,45,44,46,39,10,13,14,33,34,12,78,15,6,7,72,8,75,74,9,37,0,
57,1,35,60,4,53,29,20,5,87,22,31,28,90,79,41,16,25,38,30,58,54,85,34,83,17,70,24,88,55,89,84,64,11,2,61,76,3,86,67,26,19,18,23,21,27,63,50,56,66,49,51,59,69,62,65,68,82,80,71,81,52,43,42,73,36,46,77,39,44,47,45,40,48,78,13,8,33,10,32,12,14,15,37,9,74,6,72,7,75,0,
