34,55,32,0,31,65,35,58,18,33,83,61,25,12,8,9,24,39,50,79,26,56,62,53,59,77,70,17,47,81,7,74,69,64,82,48,71,76,73,49,3,68,51,66,67,54,60,57,63,52,80,13,6,5,16,19,10,28,45,27,21,78,4,30,29,11,14,2,15,75,42,20,72,22,23,1,46,43,40,44,41,36,37,38,
34,55,32,0,31,65,35,58,18,61,83,33,25,10,9,8,24,41,50,80,56,26,17,53,62,77,59,70,51,4,68,76,49,60,64,48,57,69,73,67,66,63,47,74,82,81,52,71,7,54,16,13,78,6,5,29,12,19,40,27,72,3,20,21,30,28,11,79,14,2,15,42,22,23,1,75,43,44,45,46,39,36,37,38,
34,55,32,0,31,65,35,58,18,51,83,33,25,8,9,10,24,44,78,26,50,56,17,70,77,59,62,53,71,63,48,60,69,68,76,73,74,81,3,61,57,47,49,7,82,54,52,67,64,66,80,13,6,5,16,12,19,29,42,27,21,4,30,79,20,28,11,14,2,15,75,45,72,22,23,1,40,46,43,39,41,36,37,38,
34,55,32,0,31,65,35,58,18,83,33,51,25,6,12,9,24,46,56,80,26,50,17,59,53,77,62,70,73,61,60,67,48,81,54,69,57,63,76,74,7,66,52,47,49,82,68,4,71,64,16,13,78,8,5,29,19,10,39,27,3,72,30,21,28,11,79,14,1,15,42,20,22,23,2,75,43,40,44,45,41,36,37,38,
34,55,32,0,31,65,35,58,18,61,33,83,25,6,9,12,24,41,78,56,50,26,59,53,62,17,77,70,52,74,81,3,71,57,7,60,48,64,47,54,82,49,66,76,67,68,63,73,69,51,80,13,8,5,16,19,10,29,45,27,21,30,4,79,28,11,14,1,15,75,40,72,20,22,23,2,39,43,44,46,42,36,37,38,
34,55,32,0,31,65,35,58,18,83,61,33,25,6,9,12,24,26,56,78,44,50,17,62,77,59,70,53,81,67,54,51,69,71,64,7,63,68,48,66,49,3,73,52,82,47,57,76,60,74,80,13,8,5,16,19,10,28,27,42,4,21,30,79,29,11,14,1,15,75,39,20,72,22,23,2,45,43,46,40,41,36,37,38,
34,55,32,0,31,65,35,58,18,61,33,83,25,10,6,9,24,40,79,50,56,26,70,53,59,62,17,77,64,71,66,63,7,73,67,51,47,60,57,4,52,54,76,49,81,48,82,68,69,74,80,13,8,5,16,12,19,28,44,27,3,78,11,20,30,29,21,14,2,15,75,46,72,22,23,1,41,43,42,39,45,36,37,38,
34,55,32,0,31,65,35,58,18,33,51,83,25,6,12,9,24,79,43,56,26,50,77,62,59,17,70,53,47,4,66,52,68,63,82,64,81,60,49,71,54,61,7,48,74,76,69,67,73,57,80,13,8,5,16,19,10,29,46,27,3,78,11,30,28,15,14,1,21,75,40,72,20,22,23,2,39,45,42,41,44,36,37,38,
34,55,32,0,31,65,35,58,18,51,83,33,25,12,6,9,24,41,56,26,80,50,70,53,77,17,59,62,4,69,48,61,63,54,64,81,60,57,47,67,82,66,71,49,68,52,74,7,73,76,16,13,79,8,5,28,19,10,44,27,3,72,21,30,29,11,78,14,2,15,42,20,22,23,1,75,40,39,45,46,43,36,37,38,
34,55,32,0,31,65,35,58,18,33,51,83,25,8,9,10,24,41,79,56,26,50,70,17,62,77,59,53,7,3,57,82,73,66,63,48,74,81,54,64,68,47,52,61,76,49,69,67,71,60,80,13,6,5,16,12,19,29,46,27,21,4,78,30,20,28,11,14,1,15,75,42,72,22,23,2,43,44,39,45,40,36,37,38,
34,55,32,0,31,65,35,58,18,51,83,33,25,6,12,9,24,79,45,56,50,26,62,70,17,53,59,77,63,52,61,67,3,73,69,81,7,66,60,74,82,57,64,47,76,49,68,54,48,71,80,13,8,5,16,19,10,29,41,27,4,11,78,30,28,15,14,2,21,75,39,20,72,22,23,1,40,46,43,42,44,36,37,38,
34,55,32,0,31,65,35,58,18,83,61,33,25,12,8,9,24,56,43,80,26,50,53,70,62,17,77,59,69,64,68,47,66,63,48,76,74,52,71,60,4,73,57,54,7,82,51,67,81,49,16,13,78,6,5,29,19,10,45,27,72,3,21,30,28,11,79,14,2,15,41,20,22,23,1,75,46,40,44,42,39,36,37,38,
34,55,32,0,31,65,35,58,18,83,61,33,25,10,9,6,24,39,50,26,80,56,70,59,17,62,53,77,66,49,60,63,74,7,57,3,76,64,48,52,81,82,69,51,73,67,68,54,47,71,16,13,79,8,5,28,12,19,44,27,72,4,20,30,11,29,78,21,14,1,15,46,22,23,2,75,43,41,42,40,45,36,37,38,
34,55,32,0,31,65,35,58,18,51,83,33,25,12,8,9,24,39,56,50,79,26,62,53,17,59,77,70,82,76,64,69,61,7,66,4,47,74,57,48,71,49,81,68,60,67,54,52,73,63,80,13,6,5,16,19,10,28,46,27,3,21,78,30,29,11,14,2,15,75,42,72,20,22,23,1,45,41,44,40,43,36,37,38,
34,55,32,0,31,65,35,58,18,83,61,33,25,8,9,10,24,80,39,26,50,56,62,53,59,70,77,17,47,76,3,71,82,81,66,48,73,52,49,67,64,57,63,7,54,68,51,74,60,69,16,13,78,6,5,29,12,19,46,27,72,30,21,4,20,28,11,79,14,2,15,44,22,23,1,75,40,42,43,41,45,36,37,38,
34,55,32,0,31,65,35,58,18,61,33,83,25,10,6,9,24,40,56,50,26,80,17,70,77,59,53,62,64,60,54,67,69,7,74,76,51,63,68,81,71,57,82,52,47,49,73,66,48,3,16,13,79,8,5,28,12,19,27,39,72,20,21,4,30,29,11,78,14,1,15,43,22,23,2,75,46,41,44,45,42,36,37,38,
34,55,32,0,31,65,35,58,18,51,33,83,25,12,6,9,24,50,41,80,26,56,17,77,70,62,59,53,66,68,61,52,81,49,67,69,4,48,63,64,82,76,54,73,60,71,7,47,57,74,16,13,8,79,5,28,19,10,45,27,3,72,30,21,29,11,78,14,1,15,42,20,22,23,2,75,44,46,40,43,39,36,37,38,
34,55,32,0,31,65,35,58,18,83,33,51,25,8,9,10,24,78,40,50,56,26,17,77,59,53,70,62,57,61,4,47,48,63,74,67,71,54,7,82,73,76,52,64,69,81,66,49,68,60,80,13,6,5,16,12,19,29,42,27,3,79,11,30,20,28,21,14,2,15,75,44,72,22,23,1,41,46,39,45,43,36,37,38,
34,55,32,0,31,65,35,58,18,51,83,33,25,10,9,6,24,80,56,46,50,26,59,53,77,62,17,70,66,7,64,4,76,49,54,82,48,73,69,74,52,63,60,61,57,67,71,47,68,81,16,13,79,8,5,29,12,19,43,27,3,72,20,11,30,28,78,21,14,2,15,41,22,23,1,75,40,44,42,39,45,36,37,38,
34,55,32,0,31,65,35,58,18,33,83,61,25,6,10,9,24,43,79,50,56,26,17,77,53,59,70,62,67,66,7,76,3,54,51,48,60,82,63,71,68,64,69,57,49,73,47,81,52,74,80,13,8,5,16,12,19,29,46,27,78,4,20,30,11,28,21,14,1,15,75,39,72,22,23,2,41,45,42,44,40,36,37,38,
34,55,32,0,31,65,35,58,18,33,83,61,25,6,12,9,24,44,26,79,56,50,62,17,59,70,53,77,76,67,51,48,66,60,68,54,64,81,47,74,57,49,4,73,69,52,82,71,7,63,80,13,8,5,16,19,10,29,39,27,3,21,78,30,28,11,14,2,15,75,43,72,20,22,23,1,45,46,42,41,40,36,37,38,
34,55,32,0,31,65,35,58,18,61,33,83,25,10,9,6,24,43,79,26,50,56,77,70,62,53,17,59,76,74,82,49,64,71,67,73,57,48,54,4,63,68,51,7,60,81,69,47,52,66,80,13,8,5,16,12,19,29,40,27,3,20,78,11,30,28,15,14,1,21,75,39,72,22,23,2,41,44,45,42,46,36,37,38,
34,55,32,0,31,65,35,58,18,33,61,83,25,12,9,6,24,45,26,78,56,50,59,77,53,70,62,17,76,67,57,60,71,51,47,7,49,3,64,54,73,66,52,63,48,81,69,82,74,68,80,13,8,5,16,19,10,29,39,27,11,4,30,79,28,21,14,2,15,75,43,20,72,22,23,1,46,42,44,40,41,36,37,38,
34,55,32,0,31,65,35,58,18,51,33,83,25,8,9,12,24,56,40,80,50,26,62,53,77,17,59,70,71,64,60,49,63,68,74,66,69,57,81,52,67,76,48,7,54,3,73,61,47,82,16,13,78,6,5,28,19,10,39,27,72,30,4,21,29,11,79,14,2,15,43,20,22,23,1,75,46,44,41,45,42,36,37,38,
34,55,32,0,31,65,35,58,18,61,33,83,25,10,9,6,24,39,56,78,26,50,62,77,53,59,17,70,73,74,64,3,82,52,71,54,49,57,47,63,60,66,7,67,68,69,48,81,51,76,80,13,8,5,16,12,19,29,43,27,20,79,30,4,11,28,15,14,1,21,75,46,72,22,23,2,44,41,45,40,42,36,37,38,
34,55,32,0,31,65,35,58,18,51,83,33,25,8,12,9,24,40,80,56,26,50,77,17,53,62,70,59,63,61,4,73,54,60,57,49,47,52,81,76,69,68,82,64,66,71,48,67,7,74,16,13,79,6,5,29,19,10,46,27,72,3,11,30,28,78,21,14,2,15,39,20,22,23,1,75,41,43,42,45,44,36,37,38,
34,55,32,0,31,65,35,58,18,51,83,33,25,6,9,10,24,80,45,26,56,50,59,17,70,77,53,62,4,74,54,68,60,64,52,7,57,76,66,47,67,71,61,49,81,82,73,48,69,63,16,13,8,79,5,28,12,19,27,39,72,3,21,30,20,29,11,78,14,1,15,46,22,23,2,75,42,44,41,40,43,36,37,38,
34,55,32,0,31,65,35,58,18,51,83,33,25,10,9,8,24,50,43,56,78,26,59,17,53,77,70,62,48,76,71,82,57,47,60,74,68,73,61,66,49,69,64,63,4,54,67,52,81,7,80,13,6,5,16,12,19,28,41,27,3,30,79,11,20,29,15,14,2,21,75,42,72,22,23,1,46,39,45,44,40,36,37,38,
34,55,32,0,31,65,35,58,18,51,33,83,25,12,8,9,24,79,44,50,26,56,70,53,62,77,59,17,57,82,74,3,47,63,67,68,54,69,49,64,60,81,52,61,66,73,71,48,76,7,80,13,6,5,16,19,10,29,41,27,78,4,21,30,28,11,14,1,15,75,43,20,72,22,23,2,46,39,40,45,42,36,37,38,
34,55,32,0,31,65,35,58,18,51,83,33,25,6,10,9,24,39,79,50,56,26,59,53,62,17,70,77,47,71,63,68,3,61,73,76,48,66,81,64,52,69,57,54,7,74,49,60,82,67,80,13,8,5,16,12,19,29,41,27,4,20,11,30,78,28,21,14,1,15,75,40,72,22,23,2,43,44,45,46,42,36,37,38,
34,55,32,0,31,65,35,58,18,33,51,83,25,9,12,8,24,56,46,50,79,26,70,62,59,53,77,17,66,52,3,61,64,74,54,76,57,71,48,47,67,81,69,63,49,60,7,82,73,68,80,13,6,5,16,19,10,29,39,27,78,11,4,30,28,21,14,1,15,75,43,20,72,22,23,2,42,40,44,41,45,36,37,38,
34,55,32,0,31,65,35,58,18,83,33,51,25,10,6,9,24,56,26,44,50,80,17,70,77,62,59,53,52,61,63,64,76,71,73,54,66,60,57,74,4,49,7,81,69,48,67,68,47,82,16,13,78,8,5,29,12,19,27,46,72,3,11,30,20,28,79,15,14,1,21,41,22,23,2,75,40,45,42,43,39,36,37,38,
34,55,32,0,31,65,35,58,18,33,51,83,25,8,10,9,24,44,50,56,78,26,53,59,17,62,70,77,71,67,49,60,68,74,64,81,52,57,61,48,66,47,82,63,73,3,69,76,7,54,80,13,6,5,16,12,19,28,41,27,21,79,20,30,4,29,11,14,1,15,75,40,72,22,23,2,42,39,46,43,45,36,37,38,
34,55,32,0,31,65,35,58,18,33,61,83,25,10,8,9,24,43,78,50,56,26,53,77,59,70,17,62,52,82,81,49,74,60,48,64,76,47,51,73,63,71,54,7,69,4,68,67,57,66,80,13,6,5,16,12,19,29,27,46,3,30,20,11,79,28,21,14,1,15,75,41,72,22,23,2,45,44,40,42,39,36,37,38,
34,55,32,0,31,65,35,58,18,83,61,33,25,9,10,8,24,56,50,80,39,26,17,62,77,53,70,59,52,76,51,64,49,69,74,73,68,54,60,4,81,48,63,67,71,47,57,7,66,82,16,13,79,6,5,29,12,19,41,27,72,3,11,30,20,28,78,21,14,1,15,40,22,23,2,75,43,42,44,45,46,36,37,38,
34,55,32,0,31,65,35,58,18,61,33,83,25,10,6,9,24,42,80,26,50,56,70,77,17,59,62,53,57,60,51,48,76,73,54,74,47,63,71,4,64,67,7,49,66,68,81,69,52,82,16,13,78,8,5,29,12,19,41,27,72,3,30,11,20,28,79,15,14,1,21,44,22,23,2,75,40,45,39,46,43,36,37,38,
