45,10,57,9,36,18,40,41,43,80,49,47,50,58,65,54,4,42,2,98,33,32,20,39,38,46,76,37,15,30,66,29,61,79,11,85,48,84,22,69,19,59,75,73,77,56,87,3,78,63,5,55,25,34,35,88,81,83,14,82,62,68,74,52,51,60,27,53,26,91,23,21,70,96,13,31,67,93,0,97,99,64,24,71,100,8,101,1,44,12,6,28,92,86,94,95,17,7,90,72,89,16,
61,45,10,41,40,36,38,9,49,33,2,18,50,47,43,80,74,39,15,54,30,4,98,46,37,32,42,58,35,63,29,85,19,84,51,5,22,21,76,79,20,68,57,66,65,75,56,87,77,73,69,25,91,59,53,48,81,34,14,83,3,26,82,11,97,78,55,27,100,60,52,64,23,88,6,70,12,67,62,92,13,17,24,28,31,89,93,44,95,99,8,72,96,0,71,1,94,7,101,86,16,90,
10,36,57,40,9,41,45,18,49,43,33,38,85,42,58,79,98,47,32,65,54,15,2,29,39,37,59,73,46,75,76,72,4,50,51,87,66,80,30,82,20,14,19,35,63,25,56,11,81,60,48,26,64,22,78,3,77,61,5,21,70,84,68,74,31,34,55,97,88,83,62,13,91,53,52,8,96,24,7,71,27,6,99,23,17,67,101,69,95,100,92,12,44,90,93,86,0,1,94,28,16,89,
10,36,61,40,45,42,47,38,18,79,9,58,41,49,50,33,2,43,4,15,39,69,75,98,46,63,84,37,65,20,32,29,19,73,54,57,60,76,56,85,51,30,48,83,5,25,66,26,12,11,14,59,22,77,82,55,91,35,53,3,68,34,87,27,74,80,21,78,24,52,70,64,31,62,81,88,71,23,13,99,97,8,0,96,93,44,95,1,100,7,86,67,89,28,94,17,92,6,101,90,16,72,
10,36,61,41,45,50,40,2,18,38,83,99,49,9,43,33,85,58,32,42,30,4,47,37,46,15,39,63,57,54,79,65,20,29,66,69,19,48,51,84,11,22,76,60,5,59,35,73,74,26,56,77,53,25,64,87,82,14,68,75,3,31,80,91,55,71,34,98,97,78,81,27,21,88,95,12,62,13,44,67,100,0,52,8,70,86,1,23,17,24,101,96,92,6,7,93,72,16,89,94,90,28,
10,9,57,36,18,45,40,42,49,50,78,2,38,41,43,33,58,98,4,83,15,46,47,37,85,54,20,61,29,65,59,32,73,11,19,22,48,39,79,56,51,63,14,76,84,66,35,53,30,5,34,82,69,25,60,55,75,87,52,26,77,13,31,62,70,74,68,8,88,27,80,3,91,64,23,81,101,67,21,97,24,0,93,92,94,28,99,96,44,17,12,100,71,89,6,1,95,7,90,86,16,72,
10,45,57,36,41,79,9,38,43,2,40,18,50,58,47,54,33,46,42,32,98,69,49,75,15,4,39,29,61,85,19,65,37,20,63,11,26,48,66,5,73,22,74,76,80,30,84,77,91,87,51,35,59,62,82,56,25,34,27,78,21,68,81,28,14,3,60,53,83,13,64,55,44,88,96,31,100,70,24,12,52,93,8,95,97,92,89,99,72,6,23,101,0,67,17,16,71,1,94,90,86,7,
10,36,41,9,45,61,38,58,18,83,40,50,43,49,47,42,4,2,33,99,85,63,54,29,46,39,15,84,32,51,87,20,37,48,22,76,57,79,30,73,65,66,88,14,34,3,53,19,35,26,75,98,77,59,56,55,5,21,78,69,62,68,11,64,96,31,25,80,52,74,82,92,91,70,13,81,27,60,44,28,6,101,24,97,8,67,12,95,94,23,100,86,71,7,93,72,89,16,90,17,0,1,
9,10,57,36,50,2,45,40,41,38,80,58,49,47,98,18,15,42,43,11,33,32,46,79,4,54,29,37,39,65,72,76,30,66,20,13,99,48,85,5,22,87,75,25,77,34,62,3,23,73,78,59,63,35,53,31,83,55,56,82,26,84,27,51,52,14,64,91,81,68,19,60,21,61,12,67,17,74,90,70,100,97,71,88,96,28,101,0,93,6,8,24,69,44,95,94,16,86,7,89,92,1,
38,45,41,2,36,58,61,29,10,40,9,43,33,18,85,49,47,80,25,4,42,98,15,32,84,39,54,46,50,73,65,11,69,30,48,31,37,56,76,63,35,20,77,57,66,75,51,79,22,60,74,19,5,14,26,87,59,68,27,3,91,78,34,53,83,81,62,71,96,88,55,70,82,64,12,44,17,21,67,92,52,13,97,8,24,0,101,23,99,28,6,89,100,93,72,86,7,90,95,16,1,94,
