23,21,48,2,78,13,15,22,12,82,54,45,24,19,70,52,11,28,76,7,32,26,34,0,18,14,10,55,75,29,72,68,50,27,61,44,47,17,42,1,73,60,30,4,39,77,53,49,51,80,5,25,35,33,41,9,43,66,3,74,36,64,62,56,58,57,40,37,8,16,31,65,69,67,20,79,38,59,71,6,46,63,81,
22,48,21,13,23,12,78,54,10,24,82,19,15,44,52,3,11,34,28,45,70,0,74,7,55,29,68,14,18,25,62,50,47,53,75,17,73,39,6,69,27,1,46,32,72,63,56,79,81,77,30,40,49,26,64,80,20,66,41,42,4,65,60,31,61,76,59,67,51,58,33,36,71,8,5,38,16,37,9,57,2,43,35,
22,21,54,13,48,10,12,23,24,78,14,82,19,49,74,3,45,28,11,55,73,0,7,38,52,68,31,25,18,70,27,39,62,47,50,72,75,15,17,44,67,53,81,1,32,46,80,60,35,5,16,65,8,4,2,64,57,43,79,37,9,42,66,33,63,51,20,6,29,26,61,76,41,77,58,69,56,59,71,34,36,30,40,
22,21,12,70,38,4,23,13,78,19,45,82,54,74,50,24,11,39,14,52,18,0,55,28,10,29,68,63,48,32,7,47,26,44,17,73,76,51,53,75,1,27,34,72,40,61,62,6,8,67,56,25,69,37,36,33,43,71,80,9,30,2,15,81,31,41,64,46,65,35,59,60,49,66,3,16,5,77,58,20,79,42,57,
23,34,21,22,13,4,12,78,45,24,82,15,11,54,19,32,50,25,74,10,28,48,0,7,18,70,55,61,68,14,44,1,52,39,30,73,49,53,27,37,33,47,72,43,75,65,42,17,56,80,67,77,57,41,35,69,59,3,38,46,16,6,76,58,51,31,60,29,81,8,40,20,66,36,5,2,9,79,63,26,62,71,64,
54,22,2,21,12,23,78,38,82,13,24,70,55,46,52,74,48,15,19,0,11,25,44,7,10,39,68,28,18,50,14,63,4,9,17,32,73,72,30,75,77,45,47,29,53,1,8,41,6,57,62,64,49,27,80,37,43,65,34,33,61,58,5,56,81,76,79,16,71,35,67,31,26,3,60,36,66,42,69,20,59,51,40,
22,21,54,13,4,34,23,12,78,24,45,82,19,70,74,14,52,11,25,28,55,7,0,18,10,68,61,39,53,48,50,17,1,29,75,73,44,67,27,31,72,47,33,59,76,79,8,63,15,46,32,35,64,43,80,16,81,62,2,5,56,77,71,30,69,38,9,42,40,58,41,20,36,51,57,37,26,65,3,6,60,66,49,
23,48,21,22,12,4,78,38,54,13,45,82,24,14,19,11,70,52,28,74,26,55,32,0,10,7,68,50,18,44,29,39,17,73,62,1,49,75,16,15,27,72,33,37,53,5,8,47,31,69,67,81,77,9,3,56,79,30,71,76,57,43,6,59,35,80,46,25,36,20,34,65,2,60,51,64,42,63,66,41,58,40,61,
22,54,21,12,4,34,11,23,13,78,46,14,24,19,76,82,50,28,26,70,10,0,68,48,55,39,18,62,32,52,17,27,73,30,53,1,75,44,67,45,7,47,43,38,41,66,8,72,60,58,63,49,61,74,36,79,80,37,81,71,6,64,2,59,57,69,25,16,31,20,56,5,51,35,33,65,9,77,42,15,40,3,29,
21,22,70,34,4,13,78,12,23,82,14,24,50,45,0,54,19,74,26,10,11,68,30,28,39,55,48,7,18,44,33,17,61,52,72,75,47,73,69,1,35,53,15,27,20,42,77,3,60,41,66,29,40,65,25,56,46,57,49,5,58,31,9,76,2,37,81,63,80,6,43,62,64,16,67,51,36,79,71,38,32,8,59,
