65,75,11,10,42,4,20,2,61,90,36,45,38,35,93,83,62,68,37,41,88,52,30,17,1,63,66,21,26,89,48,72,69,87,43,25,22,24,74,31,29,32,3,23,70,16,33,19,73,28,64,18,60,27,59,92,71,91,34,77,76,58,51,49,57,79,67,6,78,86,55,46,81,15,47,13,14,5,56,44,53,85,54,82,9,40,50,7,84,8,39,0,80,12,
20,65,11,42,4,68,36,6,90,61,35,1,45,75,30,93,83,40,66,38,46,19,62,37,23,51,63,60,87,34,21,88,71,28,31,43,69,16,89,26,2,32,3,27,25,33,77,18,22,92,58,24,29,73,76,59,17,67,74,57,91,70,79,72,50,14,81,49,64,78,55,84,56,39,47,53,86,9,54,13,41,85,15,5,12,48,52,80,82,44,10,8,0,7,
65,68,42,11,5,4,36,1,20,61,75,38,28,89,35,82,93,30,45,90,2,19,62,37,55,87,41,21,72,48,3,25,66,43,71,69,67,63,88,26,24,76,70,31,58,16,22,34,33,27,64,77,32,57,73,23,18,74,78,29,79,59,86,92,84,17,91,81,15,85,47,6,14,51,49,46,10,54,52,60,53,8,13,50,9,40,56,83,80,44,39,12,7,0,
65,4,11,20,8,68,19,61,1,36,45,24,35,38,88,37,42,29,93,90,49,63,66,83,40,31,23,62,69,3,87,47,60,30,89,28,71,16,2,43,77,67,70,25,26,21,73,75,92,27,18,59,33,22,57,58,34,72,17,81,32,64,86,74,76,91,55,53,50,78,52,84,9,85,51,82,13,15,79,54,41,12,46,56,10,44,39,6,14,5,48,0,7,80,
65,11,44,4,42,68,5,72,36,90,3,24,45,38,61,83,20,29,93,35,40,63,21,37,66,51,62,17,1,46,2,28,89,87,31,58,88,30,18,57,75,16,27,25,23,43,64,19,67,34,26,69,73,92,32,77,33,74,59,49,76,91,22,86,71,78,70,55,79,50,85,10,60,53,15,39,56,47,12,54,80,48,52,13,81,14,6,9,84,7,82,8,41,0,
65,20,11,4,42,61,75,6,90,38,23,2,49,62,45,36,68,37,30,93,48,35,39,66,86,17,63,28,88,69,24,87,3,31,72,89,34,25,78,59,16,1,33,19,26,27,67,32,18,64,58,71,74,22,57,79,92,29,76,91,70,77,43,46,5,53,51,73,7,84,21,60,81,85,50,47,52,55,54,9,44,14,15,56,83,8,82,40,10,41,13,0,12,80,
42,11,65,6,20,75,4,36,3,61,29,90,82,38,37,45,35,63,93,68,39,23,62,87,48,19,88,31,89,27,66,2,50,16,28,18,58,91,1,33,32,70,17,72,69,67,73,25,57,26,92,22,21,43,24,64,34,71,60,30,76,78,59,79,55,77,51,74,7,5,9,86,47,46,56,41,15,81,49,83,52,54,53,85,10,84,8,40,44,13,80,12,14,0,
65,11,4,42,68,6,36,1,38,61,20,93,24,35,90,45,30,41,62,21,88,82,89,47,53,66,37,29,69,72,19,63,31,2,22,43,92,87,18,64,75,34,28,77,25,70,33,32,71,17,59,27,16,91,26,58,3,57,67,23,73,74,50,52,55,15,76,48,51,46,54,79,60,13,49,5,10,40,12,56,80,86,78,81,44,9,84,39,85,7,83,8,0,14,
65,42,4,11,75,20,9,36,45,30,90,61,35,2,38,68,72,37,93,17,86,69,66,63,62,23,41,52,1,19,31,16,87,89,47,24,28,3,18,27,88,77,22,26,79,58,33,25,64,29,32,74,21,34,59,70,67,91,71,73,76,43,92,78,81,60,57,51,50,55,53,54,49,46,85,84,48,8,39,56,14,5,82,40,13,83,10,6,12,0,15,7,44,80,
20,65,9,11,68,42,23,2,38,4,45,90,35,61,36,37,30,75,40,93,86,72,66,31,17,62,87,32,3,51,19,63,89,88,24,73,28,43,47,67,1,25,21,16,57,58,27,82,33,69,26,71,91,18,34,74,29,77,76,78,79,81,70,22,92,64,59,53,49,54,12,84,85,55,5,60,7,50,56,52,13,46,10,39,15,83,8,14,41,0,48,44,80,6,
