11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
11,3,10,13,7,1,9,8,5,15,6,14,4,2,12,0,
